agency,document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt
27,2021-12-30,DECEMBER20211,ROADS OUT PATIENT SERVICES,12124504,,2022-01-28,865858,10688.1
06,2021-12-10,3458,SD HOSPITALITY LLC,12590327,,2022-01-28,865234,154.0
06,2022-01-20,362864-14,UNIVERSITY OF MONTANA,12120769,,2022-01-28,865199,5382.21
29,2021-12-01,8405,"COLE, DAVID B",12107516,,2022-01-28,865712,3.64
06,2022-01-27,M062JT170,"DAVIS, PAUL",12625999,,2022-01-28,M867801,640.0
06,2022-01-27,M062JT170,"DAVENPORT, CHERYL",12274230,,2022-01-28,M867801,24.0
11,2021-12-07,36341,BANNER & ASSOCIATES INC,12120999,01,2022-01-28,867174,4765.87
06,2022-01-27,M062JT170,BEN & NICOLE JOHNSON LP,12674088,,2022-01-28,M867801,105.0
281,2022-01-28,2838954,"HALL, CLAIRA",12676658,,2022-01-28,868376,275.0
06,2022-01-27,M062JT170,"AUSLAND, EUGENE",12076950,,2022-01-28,M867801,30.0
11,2022-01-02,200294,ALFRED BENESCH & COMPANY,12535038,,2022-01-28,867170,10945.78
11,2022-01-02,200295,ALFRED BENESCH & COMPANY,12535038,,2022-01-28,867171,224.74
06,2021-12-31,650303,RAMKOTA COMPANIES INC,12031730,,2022-01-28,865206,60.0
281,2022-01-28,2838964,"SCHAMBER, COLTON Q",12676838,,2022-01-28,868386,275.0
06,2021-12-10,3454,SD HOSPITALITY LLC,12590327,,2022-01-28,865230,154.0
06,2021-12-11,3469,SD HOSPITALITY LLC,12590327,,2022-01-28,865244,6.0
06,2022-01-13,99842,BERTS TRUCK EQUIP MOORHEAD,12022716,,2022-01-28,865228,7913.0
06,2022-01-19,48073,3400 WATERTOWN HOLDINGS INC,12530871,,2022-01-28,865204,77.0
06,2022-01-17,25564,NEWHOUSE ENTERPRISES INC,12051361,01,2022-01-28,865218,387.0
06,2022-01-18,81893ED038735,NILKANTH INC,12349691,,2022-01-28,865201,231.0
06,2022-01-18,8690487772152,US BANK NA,12014403,09,2022-01-28,865207,311.86
06,2022-01-18,IM41576,PREMIER EQUIPMENT LLC,12010144,,2022-01-28,865213,98.16
281,2022-01-28,2838962,"SANDVIG, JACK",12676830,,2022-01-28,868384,275.0
19,2022-01-11,DCM23408210,VNDR   12443553,12443553,01,2022-01-28,864874,25.0
29,2022-01-25,020122,DYDECOCA PROPERTIES LLC,12581724,,2022-01-28,866766,651.0
27,2021-11-10,VC10,PENNINGTON COUNTY,12055008,02,2022-01-28,867141,1300.0
08,2021-12-13,22SC08A305-SEP85,AVERA MCKENNAN,12029758,86,2022-01-28,865358,141.11
06,2021-12-14,183312,CHS INC,12020868,50,2022-01-28,865263,1108.02
06,2021-12-15,28627,CLARKS RENTAL CUSTOM CRNR INC,12045535,,2022-01-28,865290,60.0
06,2021-12-16,360445,YANKTON-CITY OF,12055287,,2022-01-28,865276,21.07
281,2022-01-28,2838952,"GLADUE, ETHAN",12676645,,2022-01-28,868374,275.0
31,2022-01-01,3525625,WASTE CONNECTIONS OF SD INC,12037175,01,2022-01-28,865628,45.0
06,2022-01-11,3518,SD HOSPITALITY LLC,12590327,,2022-01-28,865297,77.0
320,2022-01-05,14165,SD RETAILERS ASSOCIATION SVCS,12029030,01,2022-01-28,861139,420.0
27,2022-01-07,IN908292,A & B BUSINESS INC,12036980,,2022-01-28,865843,2.92
27,2022-01-10,2260110202201,CAPITAL AREA COUNSELING SVC,12032117,,2022-01-28,865826,3655.55
27,2022-01-10,INV9516772,MARCO TECHNOLOGIES LLC,12201534,,2022-01-28,865856,301.2
27,2022-01-11,IN3619413,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865837,7.64
27,2022-01-12,IN3621052,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865836,15.14
27,2022-01-12,IN3621698,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865835,2.48
27,2022-01-14,114,DAKOTA COUNSELING INSTITUTE,12032458,,2022-01-28,864297,1611.26
27,2022-01-14,IN910113,A & B BUSINESS INC,12036980,,2022-01-28,865830,6.04
27,2022-01-17,IN910514,A & B BUSINESS INC,12036980,,2022-01-28,865844,20.83
08,2021-12-09,22SC08A305-OCT2,AVERA MCKENNAN,12029758,86,2022-01-28,865350,75.44
08,2021-12-08,22SC08E323-NOV,ACTION FOR THE BETTERMENT OF,12014680,,2022-01-28,865679,6477.0
31,2021-12-30,INV9487353,MARCO TECHNOLOGIES LLC,12201534,,2022-01-28,865629,83.95
06,2021-12-20,7093672,MEAD BUILDING CENTER OF YANKTN,12299341,,2022-01-28,865292,673.27
27,2022-01-01,845625189,THOMSON WEST,12118604,13,2022-01-28,864920,20764.0
321,2022-01-19,22-245,ALEX CONNELLY,12030959,,2022-01-28,864303,80.0
321,2022-01-19,IN3612938,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,864304,23.15
11,2021-11-27,10162050,KLJ SOLUTIONS HOLDING COMPANY,12540598,,2022-01-28,867180,2382.11
33,2022-02-01,X6900KE2OZ,UNITED WAY OF NORTHEASTERN SD,12012531,,2022-01-28,X6900KE2OZ,2.0
33,2022-02-01,X6900KE2P7,UNITED WAY OF WATERTOWN,12037030,,2022-01-28,X6900KE2P7,17.0
33,2022-02-01,X6900KE2P9,INTERLAKES AREA UNITED WAY,12056397,,2022-01-28,X6900KE2P9,45.3
33,2022-02-01,X6900KE2PA,AFLAC,12115184,,2022-01-28,X6900KE2PA,19276.95
06,2022-01-27,M062JT170,"SCHULZ, JERALD",12659237,,2022-01-28,M867801,552.0
11,2022-01-06,60685,MENARDS,12019798,02,2022-01-28,864621,413.61
06,2022-01-27,M062JT170,"RUMPZA, ROBERT A",12291135,,2022-01-28,M867801,2403.0
06,2022-01-27,M062JT170,"SATTERLEE, LISA J",12343263,,2022-01-28,M867801,571.0
06,2022-01-27,M062JT170,"SANDVE, CHAD",12250111,,2022-01-28,M867801,19.0
27,2022-01-07,IN908184,A & B BUSINESS INC,12036980,,2022-01-28,864289,102.71
281,2022-01-28,2838947,"ALLEN, ABBEY M",12656833,,2022-01-28,868369,275.0
281,2022-01-28,2838948,"BESTGEN, SHELBY J",12676561,,2022-01-28,868370,275.0
281,2022-01-28,2838950,"COX, SARAH E",12676585,,2022-01-28,868372,275.0
27,2022-01-07,2250107202204,AVERA ST LUKES,12029725,03,2022-01-28,864919,1604.43
27,2022-01-07,9896731802,CELLCO PARTNERSHIP,12207494,,2022-01-28,865825,569.28
281,2022-01-28,2838955,"HUTSON, JAILEY",12676684,,2022-01-28,868377,275.0
281,2022-01-28,2838957,"KUHL, WILLIAM J IV",12676724,,2022-01-28,868379,275.0
281,2022-01-28,2838963,"SANTEMA, LAWSON MICHAEL",12676834,,2022-01-28,868385,275.0
281,2022-01-28,2838966,"SWIFT, PATIENCE",12676897,,2022-01-28,868388,275.0
27,2022-01-19,22901192022,"MANDEL, ROBERT A",12667311,,2022-01-28,867142,138.98
08,2021-12-31,22SC085301-DEC,LABORATORY CORP AMERICA HLDING,12005124,,2022-01-28,865680,603.5
08,2021-12-31,22SC08A340-DEC5,DIVERSIFIED ENTERPRISES INC,12044244,,2022-01-28,865368,6672.46
06,2021-12-22,LC2STMTDEC,CITY OF SPRINGFIELD,12055093,,2022-01-28,865284,452.03
27,2022-01-13,IN909744,A & B BUSINESS INC,12036980,,2022-01-28,864295,1.15
06,2021-12-23,287652,CLARKS RENTAL CUSTOM CRNR INC,12045535,,2022-01-28,865291,104.0
281,2022-01-28,2838951,"DAGGETT, BENJAMIN L",12676598,,2022-01-28,868373,275.0
27,2022-01-12,12186119,VENTURE COMMUNICATIONS CO-OP,12030120,,2022-01-28,865834,95.04
27,2022-01-07,IN908183,A & B BUSINESS INC,12036980,,2022-01-28,864288,29.87
27,2022-01-07,9896722387,CELLCO PARTNERSHIP,12207494,,2022-01-28,864293,434.95
27,2022-01-07,1031010722,IRON OUTFITTER WASTE SERVICESC,12562857,01,2022-01-28,865845,15.47
27,2022-01-06,IN3612573,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865853,11.12
27,2022-01-06,22481289,CONCORDANCE HEALTHCARE SOLUTIO,12600010,,2022-01-28,865850,121.75
27,2022-01-04,IN3609572,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865855,2479.22
06,2021-12-28,2112-227595-96;7,WAGNER BLDG & SUPPLY CO INC,12036902,,2022-01-28,865250,219.38
06,2022-01-19,48072,3400 WATERTOWN HOLDINGS INC,12530871,,2022-01-28,865205,77.0
06,2021-12-30,23145,LACROIX CONST EXCAVATING LLC,12582378,,2022-01-28,865273,1102.3
08,2021-12-10,22SC08A305-OCT6,AVERA MCKENNAN,12029758,86,2022-01-28,865342,141.11
27,2022-01-08,8064848471,STAPLES CONTRACT & COMMERCIALC,12163692,01,2022-01-28,864290,32.11
06,2022-01-27,M062JT170,"AMUNDSON, LONNIE K",12065778,,2022-01-28,M867801,2672.0
19,2022-01-14,DCM24505555,MRO CORPORATION,12001913,,2022-01-28,864729,13.26
11,2022-01-05,67182,MENARDS INC,12019798,,2022-01-28,864470,19.97
31,2021-12-20,497412202021,BORNS GROUP,12044637,,2022-01-28,865631,196.1
06,2022-01-27,M062JT170,"SMEINS, MARY LEE",12661940,,2022-01-28,M867801,480.0
06,2022-01-19,46-01535,WESSINGTON SPRINGS- CITY OF,12055223,,2022-01-28,865200,139250.0
06,2022-01-10,EST 1F 01102022,NORTH STAR CONSTRUCTION INC,12609223,,2022-01-28,865254,236780.0
06,2022-01-19,7185716,KNECHT HOME CENTER  SPEARFISH,12058975,,2022-01-28,865219,166.23
29,2022-01-17,0339422-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2022-01-28,864913,126.0
29,2022-01-25,020122,DAY COUNTY AUDITOR,12055207,01,2022-01-28,866761,225.0
29,2022-01-25,020122,ECHELON REAL PROPERTY LLC,12665011,,2022-01-28,866765,1202.0
29,2022-01-25,020122,MITCHELL SCHOOL DISTRICT 17-2,12055467,,2022-01-28,866758,669.33
29,2022-01-25,TECH 020122,R C S STORAGE LLC,12574598,,2022-01-28,866763,5850.0
06,2022-01-22,18909493-21101,WORLD FUEL SERVICES INC,12226294,,2022-01-28,865197,135.43
013,2022-01-01,1432421,WASTE CONNECTIONS INC,12037175,08,2022-01-28,865135,271.1
31,2021-12-02,0468448,HP INC,12125515,11,2022-01-28,865633,439.74
31,2022-01-06,IN3612806,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865627,204.89
11,2022-01-04,PSI19-45653,CENTRAL SALT LLC,12339919,,2022-01-28,864588,2257.45
012,2021-12-31,36571-7,BANNER ASSOCIATES INC,12120999,01,2022-01-28,863854,65084.0
321,2022-01-19,IN3616963,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,864305,5.4
08,2021-12-08,22SC08A305-OCT11,AVERA MCKENNAN,12029758,86,2022-01-28,865338,75.44
08,2021-12-08,22SC08A305-OCT16,AVERA MCKENNAN,12029758,86,2022-01-28,865335,86.45
11,2021-12-07,36341,BANNER ASSOCIATES INC,12120999,01,2022-01-28,867174,4765.87
012,2022-01-17,0581399,SUDS & DUDS INC,12049672,,2022-01-28,865127,9.99
19,2022-01-13,DCM24534411,CONKLIN CLINICS PROF LLC,12599768,,2022-01-28,864830,12.03
013,2022-01-20,IN912136,A & B BUSINESS INC,12036980,,2022-01-28,865134,47.22
013,2022-01-19,22981,JARS ENTERPRISES INC,12537988,,2022-01-28,865131,24.75
012,2022-01-13,00045050213-1,JOHNSON CONTROLS INC,12019653,,2022-01-28,863857,4115.6
11,2022-01-13,68297,HOMAN HARDWARE LLC,12605900,,2022-01-28,864534,10.27
11,2021-12-02,198226,ALFRED BENESCH & COMPANY,12535038,,2022-01-28,867187,4175.01
08,2021-12-17,22SC08A305-JU128,AVERA MCKENNAN,12029758,86,2022-01-28,865366,141.11
11,2021-11-30,36340,BANNER ASSOCIATES INC,12120999,01,2022-01-28,867173,4754.17
013,2022-01-01,2001521,MAKOWSKY GARY,12421242,,2022-01-28,865121,195.0
11,2022-01-06,113438,ULTEIG ENGINEERS INC,12027184,02,2022-01-28,867190,4981.44
014,2021-12-02,08015232112,OPEN TEXT INC,12305103,,2022-01-28,863889,81.85
02,2022-01-28,M0232H2019,SISSETON WAHPETON OYATE,12032413,02,2022-01-28,M868407,80.0
11,2022-01-15,6722-4513,QUALIFIED PRESORT SERVICE LLC,12011039,,2022-01-28,864401,69.27
16,2022-01-04,118588,PRO AG SUPPLY INC,12039615,,2022-01-28,864657,20.26
16,2021-12-31,162123360,ARAMARK UNIFORM & CAREER,12621433,01,2022-01-28,864666,223.88
19,2022-01-20,520160,JANELLE A WEBER,12624935,,2022-01-28,864268,24.72
12,2021-09-07,004901761,GANNETT MHC MEDIA INC,12582198,,2022-01-28,865484,20.63
09,2021-12-23,Q179340,CDW GOVERNMENT INC,12018139,01,2022-01-28,863981,2721.0
10,2021-01-13,011321 KLS,OGLALA LAKOTA COUNTY TREASURER,12054654,03,2022-01-28,865456,10.0
19,2021-12-27,IN3601319,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-01-28,865720,23.21
08,2021-09-04,22SC08A305-AU149,AVERA MCKENNAN,12029758,86,2022-01-28,865361,500.0
09,2021-12-31,47283540,QUALIFIED PRESORT SERVICE LLC,12011039,,2022-01-28,863969,396.35
09,2021-12-31,536987,QUALIFIED PRESORT SERVICE LLC,12011039,,2022-01-28,863968,176.12
09,2021-12-31,E0921CON221146,EUREKA COMMUNITY BENEVOLENT HP,12030262,,2022-01-28,863960,0.0
09,2022-01-02,471187,HP INC,12125515,11,2022-01-28,863979,5567.41
16,2021-12-23,8177,OVERHEAD DOOR OF RAPID,12594413,,2022-01-28,864653,5087.19
09,2022-01-04,603359,REDSAIL TECHNOLOGIES LLC,12615471,,2022-01-28,865754,603.33
09,2022-01-05,252000093006,ARAMARK UNIFORM & CAREER,12621433,01,2022-01-28,863971,39.06
19,2021-12-28,6099332,HAWKINS INC,12021178,,2022-01-28,864265,92.42
08,2022-01-06,252000094767,ARAMARK UNIFORM & CAREER APPAR,12621433,04,2022-01-28,865710,14.96
281,2022-01-28,2838956,"JOHNSON, HARLIE",12676698,,2022-01-28,868378,165.0
06,2022-01-12,124699,MONARCH SALES COMPANY INC,12034036,,2022-01-28,865191,169.55
06,2022-01-12,26902,AD-STAR SALES INC,12039558,,2022-01-28,865189,1080.35
06,2022-01-13,521453443,MIDAMERICAN ENERGY COMPANY,12025501,,2022-01-28,865222,10.0
11,2022-01-06,116601,ULTEIG ENGINEERS INC,12027184,02,2022-01-28,867189,8201.5
11,2021-12-02,198225,ALFRED BENESCH & COMPANY,12535038,,2022-01-28,867188,1586.4
06,2021-12-31,LC2STMTDEC,SWEETMAN CONSTRUCTION COMPANY,12029188,01,2022-01-28,865294,1186.81
08,2021-12-08,22SC08A305-OCT13,AVERA MCKENNAN,12029758,86,2022-01-28,865340,86.45
06,2022-01-27,M062JT170,"LARSON, PAUL",12313734,,2022-01-28,M867801,111.0
06,2022-01-27,M062JT170,"MARTIN, ROBERT",12091242,,2022-01-28,M867801,270.0
06,2022-01-27,M062JT170,MATTHEW & MELANIE JOHNSON LP,12674081,,2022-01-28,M867801,105.0
06,2022-01-27,M062JT170,"NYVOLD, EDWARD",12334073,,2022-01-28,M867801,117.0
06,2022-01-27,M062JT170,"NYVOLD, ERWIN",12334080,,2022-01-28,M867801,117.0
06,2022-01-27,M062JT170,"OKROI, ROMAN",12562084,,2022-01-28,M867801,800.0
06,2022-01-27,M062JT170,"OPITZ, JENENE L",12553549,,2022-01-28,M867801,72.0
06,2022-01-27,M062JT170,R & L FARMS INC,12308834,,2022-01-28,M867801,103.0
06,2022-01-27,M062JT170,"KUECKER, DAVID E",12171684,,2022-01-28,M867801,1120.0
33,2022-02-01,X6900KE2P3,UNITED WAY & VOLUNTEER,12030401,,2022-01-28,X6900KE2P3,150.0
028,2022-01-25,SXFALLSFY22,SF WESTERN CENTER LLC,12675006,,2022-01-28,865907,9333.0
06,2021-06-29,0601-449-64 FY22,CITY OF WINNER,12055263,,2022-01-28,701143,681.0
08,2021-12-07,202100000880,FREEBORN COUNTY SHERIFF,12618710,,2022-01-28,865330,100.0
11,2021-12-28,I6KX-01M,CITY OF BRANDON,12033373,,2022-01-28,867195,510.0
08,2021-12-02,22SC08A305-SEP84,AVERA MCKENNAN,12029758,86,2022-01-28,865357,500.0
08,2021-12-01,8405,"COLE, DAVID B",12107516,,2022-01-28,865712,108.15
08,2021-12-01,22SC086013-NOV1,CHILDRENS HOME SOCIETY OF SD,12029711,02,2022-01-28,868409,1083.15
11,2021-12-29,P24587- FINAL,BROSZ ENGINEERING INC,12027853,01,2022-01-28,867186,3401.86
08,2022-01-03,22SC08A301-DEC11,ELIOR INC,12548705,,2022-01-28,865359,30525.23
08,2022-01-06,22SC087307-DEC,SANFORD MEDICAL CENTER,12029851,09,2022-01-28,865698,658.0
11,2022-01-02,200294,ALFRED BENESCH AND COMPANY,12535038,,2022-01-28,867170,10945.78
11,2022-01-02,200295,ALFRED BENESCH AND COMPANY,12535038,,2022-01-28,867171,224.74
11,2022-01-06,I067455,MIDWEST GLASS INC,12042855,,2022-01-28,864633,68.37
19,2022-01-15,DCM24382828,VNDR   12443553,12443553,01,2022-01-28,864721,14.03
11,2022-01-03,6178963,RUNNING SUPPLY INC,12021713,,2022-01-28,864438,12.99
11,2022-01-04,6922058,DAKOTA FLUID POWER INC,12044237,,2022-01-28,864334,473.09
06,2022-01-27,M062JT170,"LEE, TYLER T",12570888,,2022-01-28,M867801,60.0
06,2022-01-27,M062JT170,"LARSEN, LANCE T",12584385,,2022-01-28,M867801,1735.0
25,2022-01-15,01-2128667,ICE MILLER LLP,12362423,,2022-01-28,866757,690.3
06,2022-01-27,M062JT170,"JOHNSON, MARY K",12242733,,2022-01-28,M867801,954.0
08,2021-12-14,22SC08B607-NOV,SOUTHEASTERN BEHAVIORAL,12029954,,2022-01-28,865703,16298.09
08,2021-12-15,22SC082026-AUG,THE LEWIN GROUP INC,12150552,,2022-01-28,868414,4582.5
013,2022-01-14,25562083-011422,NORTHWESTERN ENERGY,12028962,15,2022-01-28,865136,261.99
06,2022-01-05,0717503,DUDLEY LAUNDRY CO,12057489,,2022-01-28,865260,85.52
06,2022-01-05,81603,KAISER REFRIGERATOR INC,12035188,,2022-01-28,865272,75.96
06,2022-01-07,0601-449-90 FY22,SHON FORD LLC,12556394,,2022-01-28,854168,300.3
012,2022-01-12,3265-2,CONRAD SCHMITT STUDIOS INC,12481871,,2022-01-28,863860,10000.0
11,2021-12-31,36554,BANNER ASSOCIATES INC,12120999,01,2022-01-28,867172,8698.14
11,2021-12-07,36342,BANNER ASSOCIATES INC,12120999,01,2022-01-28,867175,4489.99
11,2021-10-31,36343,BANNER ASSOCIATES INC,12120999,01,2022-01-28,867176,4215.33
06,2022-01-01,21931,STURGIS AREA CHAMBER OF COMMRC,12029304,,2022-01-28,865216,115.0
06,2021-12-31,I16022,THE BURKE GAZETTE LLC,12641244,A0,2022-01-28,865208,190.0
33,2022-02-01,X6900KE2P0,BROOKINGS AREA UNITED WAY,12012593,,2022-01-28,X6900KE2P0,10.0
11,2021-11-30,36340,BANNER & ASSOCIATES INC,12120999,01,2022-01-28,867173,4754.17
06,2022-01-27,M062JT170,"FRIGO, IRENE A",12566913,,2022-01-28,M867801,296.0
06,2022-01-27,M062JT170,"GOLLNICK, DAVID",12090253,,2022-01-28,M867801,905.0
06,2022-01-27,M062JT170,"GRODE, DANIEL",12077729,,2022-01-28,M867801,340.0
06,2022-01-27,M062JT170,"GUSENIUS, WILLIAM",12269142,,2022-01-28,M867801,18.9
06,2022-01-27,M062JT170,HAYENGA-HUGHES LLC,12557523,,2022-01-28,M867801,217.0
06,2022-01-27,M062JT170,"HAYWOOD, WILLIAM K",12265525,,2022-01-28,M867801,52.0
06,2022-01-27,M062JT170,"HERR, JUDY",12297867,,2022-01-28,M867801,30.0
06,2022-01-27,M062JT170,"JOHNSON, BEN",12101337,,2022-01-28,M867801,1566.0
06,2022-01-27,M062JT170,"JOHNSON, DENNIS A",12097076,,2022-01-28,M867801,4238.0
06,2022-01-27,M062JT170,"JOHNSON, LAUREN C",12096991,,2022-01-28,M867801,356.0
06,2021-06-28,0601-449-81 FY22,STUKEL PROPERTIES LLC,12615511,,2022-01-28,700170,600.19
11,2022-01-15,222291718,ROLLINS INC,12564121,,2022-01-28,864372,65.0
06,2022-01-27,M062JT170,"RANDALL, DARIN",12204157,,2022-01-28,M867801,640.0
11,2022-01-17,15-249786,APH STORES INC,12558584,26,2022-01-28,864404,80.92
06,2022-01-28,M062JT173,SCHLEUSNER DAIRY INC,12218700,A0,2022-01-28,M869087,5895.26
06,2022-01-27,M062JT170,"BISGARD, PETER",12205179,,2022-01-28,M867801,7302.0
06,2022-01-27,M062JT170,"BUHLER, KENT A",12343243,,2022-01-28,M867801,215.0
06,2022-01-27,M062JT170,"BUSCH, JERRY L",12267504,,2022-01-28,M867801,145.0
06,2022-01-27,M062JT170,"CAMERON, JOSEPH",12313728,,2022-01-28,M867801,26.0
11,2021-11-16,9600111597,LAWSON PRODUCTS INC,12223515,01,2022-01-28,868398,-219.11
11,2021-12-29,23237122921,ELITE DRAIN & SEWER CLEANING,12542537,,2022-01-28,864465,375.0
11,2021-12-29,7765,BROSZ ENGINEERING INC,12027853,02,2022-01-28,867182,3942.91
11,2021-12-29,P24586,BROSZ ENGINEERING INC,12027853,01,2022-01-28,867183,2187.14
06,2022-01-27,M062JT170,"TOUHEY, JACQUELINE",12616976,,2022-01-28,M867801,66.0
06,2022-01-27,M062JT170,"TVINNEREIM, DEAN V",12075372,,2022-01-28,M867801,480.0
06,2022-01-27,M062JT170,WILLIAM HAYENGA FAMILY TRUST,12432137,,2022-01-28,M867801,21.0
06,2022-01-28,M062JT173,"BESLER, SCOTT B",12151561,,2022-01-28,M869087,2675.17
11,2022-01-06,116601,ULTEIG,12027184,02,2022-01-28,867189,8201.5
11,2022-01-17,33224311470122,BLACK HILLS POWER & LIGHT CO,12028526,,2022-01-28,864323,91.78
11,2022-01-06,252000093242,ARAMARK UNIFORM & CAREER APPAR,12621433,04,2022-01-28,864632,8.51
11,2022-01-06,PSI19-45666,CENTRAL SALT LLC,12339919,,2022-01-28,864587,4103.55
11,2022-01-07,10091,SIOUX VALLEY COOPERATIVE,12030270,,2022-01-28,864450,4013.67
11,2022-01-07,10092,SIOUX VALLEY COOPERATIVE,12030270,,2022-01-28,864449,1400.34
06,2022-01-27,M062JT170,"TIERNEY, VICKIE",12673578,,2022-01-28,M867801,24.0
11,2022-01-07,1343940,RUNNING SUPPLY INC,12021713,13,2022-01-28,864344,83.61
11,2022-01-07,30826319,GREATAMERICA FINANCIAL SRV COP,12025514,01,2022-01-28,864612,249.37
11,2022-01-07,362803-IN,STERN OIL COMPANY INC,12036633,,2022-01-28,864387,2040.77
11,2022-01-07,47481010122,NIOBRARA ELECTRIC ASSN INC,12120992,,2022-01-28,864611,47.92
11,2022-01-07,47495,MOYLE PETROLEUM COMPANY,12030428,05,2022-01-28,864601,777.5
11,2022-01-07,IN-472666,M G OIL COMPANY,12035221,,2022-01-28,864545,2968.31
11,2022-01-10,1827643128,SIOUX VALLEY COOPERATIVE,12030270,,2022-01-28,864521,2412.27
06,2022-01-27,M062JT170,"BERGER, JULIE A",12314155,,2022-01-28,M867801,930.0
06,2022-01-27,M062JT170,"ANDERSON, KEVIN",12592308,,2022-01-28,M867801,240.0
06,2022-01-27,M062JT170,"ANDERSON, EMMETT S",12263340,,2022-01-28,M867801,234.0
06,2022-01-27,M062JT170,ANDERSON BROS FARMS LLC,12592301,,2022-01-28,M867801,1930.0
06,2022-01-27,M062JT170,"KUECKER, BRADLEY",12153058,,2022-01-28,M867801,435.0
06,2022-01-27,M062JT170,"LARSON, DALE",12070609,,2022-01-28,M867801,522.0
06,2022-01-27,M062JT170,"LARSON, DENNIS K",12071458,,2022-01-28,M867801,1625.0
06,2022-01-27,M062JT170,LG FARMS LLC,12573833,,2022-01-28,M867801,1218.0
06,2022-01-27,M062JT170,"LIKNES, MARJORIE",12362316,,2022-01-28,M867801,78.0
06,2022-01-27,M062JT170,"MCGARRY, NANCY",12676346,,2022-01-28,M867801,90.0
06,2022-01-27,M062JT170,"MCGARRY, TIMOTHY",12676353,,2022-01-28,M867801,90.0
06,2022-01-27,M062JT170,"HANSON, JEROME",12091608,,2022-01-28,M867801,2469.0
11,2021-12-28,87775637,SAFETY-KLEEN SYSTEMS INC,12020610,02,2022-01-28,864336,444.0
06,2022-01-27,M062JT170,D & M SMEINS FARM RETIREMENT,12298858,,2022-01-28,M867801,48.0
06,2022-01-27,M062JT170,CLARENCE ERICKSON JR FAMILY,12323628,,2022-01-28,M867801,218.0
06,2022-01-27,M062JT170,"SCHUSTER, ALAN J",12627673,,2022-01-28,M867801,15.0
06,2022-01-27,M062JT170,"SIPPEL, DANA A",12077398,,2022-01-28,M867801,4597.0
