document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y
2020-11-25,M021BTR009,SPENCER-TOWN OF,12055086,,2020-11-27,,2052.88,2.0,REVENUE,,
2020-11-25,M021BTR009,TOWN OF FLORENCE,12036472,,2020-11-27,,3694.1,2.0,REVENUE,,
2020-11-25,M021BTR009,TABOR-TOWN OF,12055117,,2020-11-27,,7200.44,2.0,REVENUE,,
2020-11-25,M021BTR009,TEA-CITY OF,12035790,,2020-11-27,,171750.23,2.0,REVENUE,,
2020-11-25,M021BTR009,ROSHOLT-TOWN OF,12055030,,2020-11-27,,14363.57,2.0,REVENUE,,
2020-11-11,253015651120,NORTHWESTERN ENERGY,12028962,,2020-11-27,,20.33,11.0,TRANSPORTATION,,
2020-11-02,SC12121C-135-10,MORENO BACHAND HRUSKA &,12033448,01,2020-11-27,,551.0,12.0,EDUCATION,,
2020-10-31,2108391020,"ANDERSON, LORI A",12552659,,2020-11-27,,4833.34,11.0,TRANSPORTATION,,
2020-10-31,I63F-04M,"WATKINS, KELAN C",12624644,,2020-11-27,,1073.0,11.0,TRANSPORTATION,,
2020-10-31,DG10-013977,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,210.3,4.0,TOURISM,,
2020-10-01,10.1.20-6.1.21,YANKTON COUNTY AUDITOR,12055290,07,2020-11-27,480993,87.5,3.0,AGRICULTURE & NAT. RESOURCES,,
2020-11-25,M021BTR009,VEBLEN-CITY OF,12055153,,2020-11-27,,5839.68,2.0,REVENUE,,
2020-11-03,2035773,CALL ONE INC,12115928,,2020-11-27,,2083.9,13.0,BUREAU OF INFORMATION & TELE.,,
2020-08-27,57572,NSG LOGISTICS LLC,12627168,,2020-11-27,,31234.36,11.0,TRANSPORTATION,,
2020-10-30,716803-1,MAGELLAN MIDSTREAM PARTNERS LP,12159189,,2020-11-27,,245157.0,11.0,TRANSPORTATION,,
2020-11-20,111065-37,CYNTOM PROPERTY MANAGEMENT INC,12277167,,2020-11-27,,1000.0,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,TIMBER LAKE-CITY OF,12055120,,2020-11-27,,18198.06,2.0,REVENUE,,
2020-11-25,M021BTR009,SPRINGFIELD-CITY OF,12055093,,2020-11-27,,15648.28,2.0,REVENUE,,
2020-11-25,M021BTR009,REVILLO- TOWN OF,12029835,,2020-11-27,,977.47,2.0,REVENUE,,
2020-11-25,M021BTR009,PUKWANA-TOWN OF,12037403,,2020-11-27,,3782.5,2.0,REVENUE,,
2020-11-25,M021BTR009,PRINGLE-TOWN OF,12037987,,2020-11-27,,2161.1,2.0,REVENUE,,
2020-11-25,M021BTR009,PLANKINTON-CITY OF,12054976,01,2020-11-27,,18145.13,2.0,REVENUE,,
2020-11-25,M021BTR009,PIEDMONT- MUNICIPALITY OF,12150180,,2020-11-27,,21341.61,2.0,REVENUE,,
2020-11-23,M1210137,BELLE FOURCHE SCHOOL DIST 9-1,12055366,01,2020-11-27,,19001.37,12.0,EDUCATION,,
2020-11-25,M021BTR009,CONDE-CITY OF,12056156,,2020-11-27,,1928.8,2.0,REVENUE,,
2020-11-25,M021BTR009,BOWDLE-CITY OF,12054305,,2020-11-27,,10900.57,2.0,REVENUE,,
2020-11-25,M021BTR009,WARD-TOWN OF,12036597,,2020-11-27,,1861.7,2.0,REVENUE,,
2020-11-25,M021BTR009,SHERMAN TOWN,12038176,,2020-11-27,M516317,369.22,2.0,REVENUE,,
2020-11-05,4977712,RUNNING SUPPLY INC,12021713,,2020-11-27,,599.88,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,WALLACE-TOWN OF,12031510,,2020-11-27,,1412.88,2.0,REVENUE,,
2020-11-23,M1210138,LEMMON SCHOOL DIST 52-4,12196497,01,2020-11-27,,51.01,12.0,EDUCATION,,
2020-09-30,166,SOUTH DAKOTA BROADCASTERS ASSN,12032130,01,2020-11-27,,16666.67,14.0,PUBLIC SAFETY,,
2020-10-31,DG10-013910,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,879.86,4.0,TOURISM,,
2020-11-06,1602100134,ARAMARK UNIFORM & CAREER,12621433,01,2020-11-27,,37.26,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,SELBY-CITY OF,12055047,,2020-11-27,,17992.6,2.0,REVENUE,,
2020-11-25,023042111,INTERNATION FUEL TAX ASSOCATN,12122661,05,2020-11-27,,636149.11,2.0,REVENUE,,
2020-11-25,M021BTR009,PICKSTOWN MUNICIPALITY,12040622,,2020-11-27,,5666.53,2.0,REVENUE,,
2020-11-09,0304980-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-11-27,,280.0,13.0,BUREAU OF INFORMATION & TELE.,,
2020-11-25,M021BTR009,CAVOUR-TOWN OF,12036555,,2020-11-27,,3015.25,2.0,REVENUE,,
2020-11-25,M021BTR009,CANTON-CITY OF,12054367,01,2020-11-27,,88194.99,2.0,REVENUE,,
2020-11-25,M021BTR009,CANISTOTA CITY OF,12054360,,2020-11-27,,17277.45,2.0,REVENUE,,
2020-11-25,M021BTR009,CAMP CROOK-TOWN OF,12036584,,2020-11-27,,609.76,2.0,REVENUE,,
2020-11-25,M021BTR009,BRYANT-CITY OF,12054345,,2020-11-27,,23878.29,2.0,REVENUE,,
2020-11-25,M021BTR009,BRITTON-CITY OF,12054320,,2020-11-27,,52319.34,2.0,REVENUE,,
2020-11-25,M021BTR009,BRANDON-CITY OF,12033373,,2020-11-27,,266878.79,2.0,REVENUE,,
2020-11-25,M021BTR009,BONESTEEL-CITY OF,12054299,01,2020-11-27,,3257.02,2.0,REVENUE,,
2020-12-01,2003,"BJERKE, LOREN A",12104104,,2020-11-27,513738,2280.0,6.0,"GAME, FISH AND PARKS",,
2020-11-25,M021BTR009,RAPID CITY -- CITY OF,12055002,,2020-11-27,,5031390.18,2.0,REVENUE,,
2020-10-31,I5VH-05M,MID DAKOTA VEGETATION MGMT,12049876,,2020-11-27,,1921.0,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,AVON-CITY OF,12054274,,2020-11-27,,10526.78,2.0,REVENUE,,
2020-11-25,M021BTR009,ARTESIAN-TOWN OF,12054266,,2020-11-27,,1853.81,2.0,REVENUE,,
2020-11-25,M021BTR009,SCOTLAND-CITY OF,12055041,01,2020-11-27,,25062.02,2.0,REVENUE,,
2020-11-25,M021BTR009,ARLINGTON--CITY OF,12054255,,2020-11-27,,41222.43,2.0,REVENUE,,
2020-10-31,DG10-013908,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,1118.83,4.0,TOURISM,,
2020-12-01,69F8A8E2BF,UNITED WAY OF THE BLACK HILLS,12030641,,2020-11-27,,41.67,33.0,STATE AUDITOR,,
2020-11-23,0820CON210681,BLACK HILLS SPECIAL SERVICES,12037282,,2020-11-27,,165729.35,9.0,HEALTH,,
2020-11-25,M021BTR009,WAUBAY-CITY OF,12055193,01,2020-11-27,,12345.33,2.0,REVENUE,,
2020-11-23,0920CON210681,BLACK HILLS SPECIAL SERVICES,12037282,,2020-11-27,,228810.26,9.0,HEALTH,,
2020-11-23,M1210138,NEWELL SCHOOL DISTRICT 9-2,12055373,01,2020-11-27,,14245.86,12.0,EDUCATION,,
2020-11-23,M1210138,PIERRE SCHOOL DISTRICT 32-2,12055593,02,2020-11-27,,17.0,12.0,EDUCATION,,
2020-11-25,M021BTR009,ANDOVER CITY OF,12055900,,2020-11-27,,1393.11,2.0,REVENUE,,
2020-11-25,M021BTR009,ASTORIA CITY OF,12031146,,2020-11-27,,2044.24,2.0,REVENUE,,
2020-11-25,M021BTR009,BERESFORD-CITY OF,12054287,,2020-11-27,,80899.45,2.0,REVENUE,,
2020-12-01,979B6F06A1,SD STATE EMPLOYEES ORGANIZATN,12033500,,2020-11-27,,7604.12,33.0,STATE AUDITOR,,
2020-11-25,M021BTR009,TRIPP-CITY OF,12055130,,2020-11-27,,8037.81,2.0,REVENUE,,
2020-11-25,M021BTR009,BISON  TOWN OF,12054293,,2020-11-27,,13813.33,2.0,REVENUE,,
2020-11-15,15701,CIVIL DESIGN INC,12051316,,2020-11-27,,6101.94,11.0,TRANSPORTATION,,
2020-11-13,IN3168274,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-11-27,,394.97,320.0,STATE TREASURER,,
2020-12-01,FED4E50D0C,DISCOVERY BENEFITS INC,12489896,,2020-11-27,,330060.51,33.0,STATE AUDITOR,,
2020-11-25,M021BTR009,TOWN OF KEYSTONE,12033174,,2020-11-27,,54418.93,2.0,REVENUE,,
2020-11-18,M1210136,SOUTHEAST AREA COOPERATIVE,12041070,,2020-11-27,,213.53,12.0,EDUCATION,,
2020-10-05,7877520,FERGUSON ENTERPRISES INC,12113000,01,2020-11-27,,359.31,12.0,BUREAU OF ADMINISTRATION,,
2020-11-25,M021BTR009,STURGIS - CITY OF,12055103,06,2020-11-27,,273817.84,2.0,REVENUE,,
2020-09-08,26523,MCLAURY ENGINEERING INC,12050134,,2020-11-27,,35036.48,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,STICKNEY-TOWN OF,12055097,,2020-11-27,,10796.93,2.0,REVENUE,,
2020-10-01,10.1.20-6.1.21,WELLS FARGO,12125533,01,2020-11-27,480991,150.0,3.0,AGRICULTURE & NAT. RESOURCES,,
2020-11-18,17832544 NOV20,PITNEY BOWES BANK,12122104,01,2020-11-27,,25000.0,10.0,LABOR AND REGULATION,,
2020-11-03,2191119202001,BLACK HILLS COUNSELING SVCS,12223611,,2020-11-27,,673.2,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-25,M021BTR009,WHITE RIVER-CITY OF,12055245,,2020-11-27,,10941.59,2.0,REVENUE,,
2020-10-27,US00397509,ELASTICSEARCH INC,12593418,,2020-11-27,,27000.0,13.0,BUREAU OF INFORMATION & TELE.,,
2020-11-16,15882,CONSOLIDATED BUSINESS PRODUCTS,12032888,,2020-11-27,,254.45,6.0,"GAME, FISH AND PARKS",,
2020-11-25,M021BTR009,TOWN OF AKASKA,12031165,,2020-11-27,M516317,1505.03,2.0,REVENUE,,
2020-11-09,80657,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,23539.86,11.0,TRANSPORTATION,,
2020-12-01,255CF7E3A0,UNITED WAY OF WATERTOWN,12037030,,2020-11-27,,19.0,33.0,STATE AUDITOR,,
2020-11-09,80641,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,5367.89,11.0,TRANSPORTATION,,
2020-09-01,0601-449-83 FY21,"VANDERLINDEN, CHRISTOPHER",12532307,,2020-11-27,466312A,325.08,6.0,"GAME, FISH AND PARKS",,
2020-11-25,M021BTR009,BROOKINGS-CITY OF,12054336,01,2020-11-27,,1086702.56,2.0,REVENUE,,
2020-11-25,M021BTR009,BURKE-CITY OF,12054352,,2020-11-27,,26086.44,2.0,REVENUE,,
2020-11-25,M021BTR009,CANOVA-TOWN OF,12056002,,2020-11-27,,2450.79,2.0,REVENUE,,
2020-11-04,3628,LEVINSON ENTERPRISES INC,12063653,,2020-11-27,,41220.0,14.0,PUBLIC SAFETY,,
2020-11-09,0304806-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-11-27,,98.0,11.0,TRANSPORTATION,,
2020-11-09,80656,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,20429.28,11.0,TRANSPORTATION,,
2020-11-16,1602103814,ARAMARK UNIFORM & CAREER,12621433,01,2020-11-27,,36.99,11.0,TRANSPORTATION,,
2020-12-01,90804169,PRESS ASSN INC,12004465,,2020-11-27,,2049.88,13.0,BUREAU OF INFORMATION & TELE.,,
2020-10-01,10.1.20-06.1.20,GRANT COUNTY AUDITOR,12054848,08,2020-11-27,480990,120.0,3.0,AGRICULTURE & NAT. RESOURCES,,
2020-11-09,80640,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,7032.54,11.0,TRANSPORTATION,,
2020-11-03,21911192020,BELLE FOURCHE COUNSELING LLC,12605271,,2020-11-27,,336.6,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-09,80627,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,26907.62,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,VOLGA-CITY OF,12055170,,2020-11-27,,42351.87,2.0,REVENUE,,
2020-11-25,M021BTR009,DELMONT-CITY OF,12031181,,2020-11-27,,1975.06,2.0,REVENUE,,
2020-10-21,91599,KIRKHAM MICHAEL & ASSOCIATES,12057591,,2020-11-27,,5582.59,11.0,TRANSPORTATION,,
2020-11-13,35,"WIKE-SEDLMAJER, DELORES",12582456,,2020-11-27,,1275.0,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,WARNER-TOWN OF,12037942,,2020-11-27,,6185.1,2.0,REVENUE,,
2020-11-06,J18-164.15,FERBER ENGINEERING COMPANY,12046948,,2020-11-27,,2034.22,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,ROSLYN - TOWN OF,12034278,,2020-11-27,,5246.38,2.0,REVENUE,,
2020-11-17,208167,JENSEN ROCK & SAND INC,12031491,01,2020-11-27,,317.2,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,SALEM-CITY OF,12055034,02,2020-11-27,,42688.45,2.0,REVENUE,,
2020-11-17,111720335,PRAMUKHRAJ HURON LLC,12535631,,2020-11-27,,77.0,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,SOUTH SHORE-CITY OF,12055075,,2020-11-27,,5389.52,2.0,REVENUE,,
2020-10-16,10144171,KLJ SOLUTIONS HOLDING COMPANY,12540598,,2020-11-27,,35915.23,11.0,TRANSPORTATION,,
2020-11-09,80642,CLARK ENGINEERING CORP,12022706,03,2020-11-27,,16349.6,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,WEBSTER-CITY OF,12055200,,2020-11-27,,75089.54,2.0,REVENUE,,
2020-11-25,M021BTR009,TULARE-TOWN OF,12056018,,2020-11-27,,4818.05,2.0,REVENUE,,
2020-11-25,M021BTR009,VALLEY SPRINGS-CITY OF,12055147,,2020-11-27,,12056.1,2.0,REVENUE,,
2020-11-17,8116551120,HARLOWS BUS SALES INC,12027524,,2020-11-27,,102068.4,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,WAGNER CITY OF,12055174,,2020-11-27,,60075.17,2.0,REVENUE,,
2020-10-26,001,PERSPECTIVE INC,12522669,,2020-11-27,,20000.0,6.0,"GAME, FISH AND PARKS",,
2020-11-25,M021BTR009,WALL CITY OF,12031137,,2020-11-27,,87215.46,2.0,REVENUE,,
2020-11-25,M021BTR009,CITY OF FRANKFORT,12055923,01,2020-11-27,,1809.89,2.0,REVENUE,,
2020-10-01,166894,ALFRED BENESCH AND COMPANY,12535038,,2020-11-27,,7967.95,11.0,TRANSPORTATION,,
2020-10-27,PO380803,VERMEER EQUIPMENT OF SD,12058714,,2020-11-27,,39.61,6.0,"GAME, FISH AND PARKS",,
2020-10-09,716657-05,HOT SPRINGS CITY OF,12054651,,2020-11-27,,23916.0,11.0,TRANSPORTATION,,
2020-01-27,10351,INFRASTRUCTURE DESIGN GROUP,12458343,,2020-11-27,,9450.68,11.0,TRANSPORTATION,,
2020-11-23,11AC004213-3,PARKSTON-CITY OF,12054951,,2020-11-27,,120860.24,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,CITY OF ABERDEEN,12054223,01,2020-11-27,,1741025.26,2.0,REVENUE,,
2020-11-25,M021BTR009,BRANDT-TOWN OF,12055974,,2020-11-27,,2860.9,2.0,REVENUE,,
2020-11-25,M021MFR040,HOWES OIL CO INC,12032345,,2020-11-27,,5194.28,2.0,REVENUE,,
2020-11-25,M021MFR040,HURON ENERGY LLC,12613822,,2020-11-27,,19210.2,2.0,REVENUE,,
2020-11-25,M021MFR040,PALISADES OIL CO,12396188,,2020-11-27,,14530.6,2.0,REVENUE,,
2020-11-25,M021MFR040,POET RESEARCH CENTER INC,12208663,,2020-11-27,,4666.8,2.0,REVENUE,,
2020-11-23,11AC006313-5F,DE SMET--CITY OF,12054460,,2020-11-27,,4389.29,11.0,TRANSPORTATION,,
2020-11-23,11AC003510-12,MILLER-CITY OF,12054852,,2020-11-27,,9102.15,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,TOWN OF ORIENT,12029012,01,2020-11-27,,814.67,2.0,REVENUE,,
2020-11-13,2911119202005,HUMAN SERVICE AGENCY,12031085,,2020-11-27,,31.04,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-13,2191119202002,HUMAN SERVICE AGENCY,12031085,,2020-11-27,,23.93,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-23,11AC000914-3,CLARK COUNTY AUDITOR,12054405,12,2020-11-27,,467.02,11.0,TRANSPORTATION,,
2020-11-23,11AC0003815-4,MOBRIDGE CITY OF,12054872,,2020-11-27,,30655.1,11.0,TRANSPORTATION,,
2020-10-22,28541,FELSBURG HOLT & ULLEVIG,12121713,,2020-11-27,,5018.11,11.0,TRANSPORTATION,,
2020-11-11,0305237-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-11-27,,2190.0,13.0,BUREAU OF INFORMATION & TELE.,,
2020-09-17,944968498,PHILIPS HEALTHCARE,12005037,03,2020-11-27,,1571.7,11.0,TRANSPORTATION,,
2020-09-29,5821698,DTN LLC,12253392,,2020-11-27,,7259.92,11.0,TRANSPORTATION,,
2020-11-07,8862162-110720,CENTURYLINK COMMUNICATIONS LLC,12188416,,2020-11-27,,1877.98,13.0,BUREAU OF INFORMATION & TELE.,,
2020-11-25,M021BTR009,ETHAN-TOWN OF,12055971,,2020-11-27,,5385.89,2.0,REVENUE,,
2020-11-23,M1210138,HARDING COUNTY SCHOOL,12055580,01,2020-11-27,,11144.2,12.0,EDUCATION,,
2020-09-03,7804360-1,FERGUSON ENTERPRISES INC,12113000,01,2020-11-27,,29.52,12.0,BUREAU OF ADMINISTRATION,,
2020-09-03,7800141,FERGUSON ENTERPRISES INC,12113000,01,2020-11-27,,840.87,12.0,BUREAU OF ADMINISTRATION,,
2020-11-20,062Q-12,COMPLETE CONCRETE INC,12362085,,2020-11-27,,71201.28,11.0,TRANSPORTATION,,
2020-11-25,M021BTR009,IROQUOIS-CITY OF,12054706,,2020-11-27,,2283.85,2.0,REVENUE,,
2020-11-10,SC12121C-036-1,BLACK HILLS SPECIAL SERVICES,12037282,,2020-11-27,,40843.2,12.0,EDUCATION,,
2020-11-24,1020CON210681,BLACK HILLS SPECIAL SERVICES,12037282,,2020-11-27,,251246.85,9.0,HEALTH,,
2020-11-25,M021BTR009,CLARK-CITY OF,12054402,,2020-11-27,,36655.42,2.0,REVENUE,,
2020-11-16,19118400111649,MIDCONTINENT COMMUNICATIONS,12023782,04,2020-11-27,,39.53,29.0,ATTORNEY GENERAL,,
2020-11-24,112320CON210029,RANDSTAD NORTH AMERICA INC,12370646,01,2020-11-27,,20.0,9.0,HEALTH,,
2020-11-25,M021BTR009,CORSICA-CITY OF,12055961,,2020-11-27,,22617.6,2.0,REVENUE,,
2020-10-21,50778,HOUSTON ENGINEERING INC,12027385,,2020-11-27,,5155.38,11.0,TRANSPORTATION,,
2020-09-10,85967,BLACK HILLS TITLE INC,12040601,,2020-11-27,,100.0,11.0,TRANSPORTATION,,
2020-07-01,1600-449-12 2,CLOCK TOWER OFFICE PLAZA,12371647,,2020-11-27,418134,216.0,17.0,VETERANS' AFFAIRS,,
2020-11-25,1120CON200936,MED STAR PARAMEDIC AMBULANCE I,12328520,,2020-11-27,,10000.0,9.0,HEALTH,,
2020-11-25,M021BTR009,ELKTON-CITY OF,12054493,,2020-11-27,,25288.08,2.0,REVENUE,,
2020-07-23,AUTOPAYFY21UCP3,MEWS SERVICES INC,12043927,,2020-11-27,418886,279.0,320.0,STATE TREASURER,,
2020-09-01,0601-449-83 FY21,VNDR   12532307,12532307,,2020-11-27,466312A,325.08,6.0,"GAME, FISH AND PARKS",,
2020-08-17,21I025 AUG-JUN21,BH SERVICES INC,12018057,,2020-11-27,447162,2663.71,10.0,LABOR AND REGULATION,,
2020-11-16,04735,EINSPAHR AUTO PLAZA INC,12033363,,2020-11-27,,554.01,11.0,TRANSPORTATION,,
2020-10-31,CM10-013889,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,41176.47,4.0,TOURISM,,
2020-10-31,TV10-014030,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,625225.0,4.0,TOURISM,,
2020-11-12,2191119202002,LEWIS & CLARK BEHVRL HLTH SVCS,12032509,,2020-11-27,,134.64,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-20,20-11.2,"OLSON, JANET C",12558352,,2020-11-27,,2680.0,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-12,21911192020,DAKOTA COUNSELING INSTITUTE,12032458,01,2020-11-27,,883.03,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-16,254582091120,NORTHWESTERN ENERGY,12028962,,2020-11-27,,186.04,11.0,TRANSPORTATION,,
2020-10-30,UJS-1059,"LUNDQUIST, ELIZABETH H",12316035,,2020-11-27,,1153.44,27.0,UNIFIED JUDICIAL SYSTEMS,,
2020-11-16,166404,FARNAMS GENUINE PARTS INC,12022095,,2020-11-27,,32.21,11.0,TRANSPORTATION,,
2020-11-19,22635195,MATHESON TRI-GAS INC,12263878,03,2020-11-27,,396.64,6.0,"GAME, FISH AND PARKS",,
2020-10-31,RA10-014025,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,14352.16,4.0,TOURISM,,
2020-11-16,11162020,HERREID-CITY OF,12055916,,2020-11-27,,102.68,11.0,TRANSPORTATION,,
2020-10-31,DG10-013981,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,628.17,4.0,TOURISM,,
2020-10-31,DG10-013979,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,541.59,4.0,TOURISM,,
2020-10-31,DG10-013947,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,738.37,4.0,TOURISM,,
2020-10-31,DG10-013929,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,788.72,4.0,TOURISM,,
2020-10-31,DG10-013923,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,3899.5,4.0,TOURISM,,
2020-10-31,DG10-013882,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,966.08,4.0,TOURISM,,
2020-10-31,CM10-013890,LAWRENCE & SCHILLER INC,12035149,,2020-11-27,,296470.59,4.0,TOURISM,,
2020-11-20,0305819-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-11-27,,2298.0,10.0,GOVERNOR'S OFFICE,,
2020-11-25,M021BTR009,CITY OF ARMOUR,12032002,01,2020-11-27,,19896.04,2.0,REVENUE,,
2020-11-25,M021BTR009,CITY OF BELLE FOURCHE,12054278,01,2020-11-27,,252420.88,2.0,REVENUE,,
2020-11-03,2035675,CALL ONE INC,12115928,,2020-11-27,,45.0,10.0,LABOR AND REGULATION,,
2020-11-07,5864,RETTEDALS DEPT STORE,12036067,,2020-11-27,,1105.5,6.0,"GAME, FISH AND PARKS",,
2020-11-23,M1210137,CUSTER SCHOOL DISTRICT 16-1,12055455,01,2020-11-27,,6144.76,12.0,EDUCATION,,
2020-11-23,M1210137,DOUGLAS SCHOOL DIST NO 51-1,12055750,01,2020-11-27,,313.47,12.0,EDUCATION,,
2020-11-25,M021BTR009,TYNDALL-CITY OF,12055134,,2020-11-27,,27339.43,2.0,REVENUE,,
2020-11-23,M1210137,EDGEMONT SCHOOL DISTRICT 23-1,12055538,02,2020-11-27,,14130.23,12.0,EDUCATION,,
2020-11-23,M1210137,HOT SPRINGS SCHOOL DIST 23-2,12055534,02,2020-11-27,,4477.6,12.0,EDUCATION,,
2020-11-23,M1210137,KADOKA AREA SCHOOL DIST 35-2,12011114,01,2020-11-27,,5417.14,12.0,EDUCATION,,
2020-11-23,M1210137,MEADE SCHOOL DISTRICT 46-1,12032328,02,2020-11-27,,12152.4,12.0,EDUCATION,,
2020-11-23,M1210137,RAPID CITY AREA SCHOOL DIST,12055761,02,2020-11-27,,838.85,12.0,EDUCATION,,
2020-11-03,159810,DAKOTA POWER EQUIPMENT CO,12009038,01,2020-11-27,,10.31,11.0,TRANSPORTATION,,
2020-11-23,M1210137,WALL SCHOOL DISTRICT 51-5,12055765,01,2020-11-27,,11887.76,12.0,EDUCATION,,
2020-11-23,M1210138,NEW UNDERWOOD SCHOOL,12055757,01,2020-11-27,,32.73,12.0,EDUCATION,,
2020-07-01,0601-449-81 FY21,STUKEL PROPERTIES LLC,12615511,,2020-11-27,400022,600.19,6.0,"GAME, FISH AND PARKS",,
2020-11-25,M021BTR009,UTICA-TOWN OF,12031188,,2020-11-27,,216.89,2.0,REVENUE,,
2020-11-25,M021BTR009,VIBORG-CITY OF,12055166,,2020-11-27,,24210.17,2.0,REVENUE,,
2020-03-31,21SC08A019-MAR1,NETSMART TECHNOLOGIES INC,12218284,,2020-11-27,,469.96,8.0,SOCIAL SERVICES,,
2020-10-29,85966,BLACK HILLS TITLE INC,12040601,,2020-11-27,,100.0,11.0,TRANSPORTATION,,
2020-11-19,SC12120C-057-16,WATERTOWN SCHOOL DISTRICT,12055437,04,2020-11-27,,2333.33,12.0,EDUCATION,,
2020-07-01,0601-449-65,LINCOLN COUNTY AUDITOR,12054363,05,2020-11-27,400010,160.65,6.0,"GAME, FISH AND PARKS",,
2020-11-23,M1210137,OELRICHS SCHOOL DISTRICT 23-3,12056160,01,2020-11-27,,5864.52,12.0,EDUCATION,,
