agency,document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt
08,2022-02-04,22SC08A305-NO134,AVERA MCKENNAN,12029758,86,2022-03-29,908306,75.44
09,2022-03-11,0222SF-CON221057,DAVISON COUNTY AUDITOR,12054865,05,2022-03-29,907130,969.51
09,2022-03-11,013122CON221096,CHARLES MIX COUNTY AUDITOR,12054747,06,2022-03-29,907131,152.8
09,2022-03-10,FEB22CON221291,JERAULD COUNTY AUDITOR,12055226,04,2022-03-29,907111,92.96
06,2022-03-15,551781,MACKSTEEL WAREHOUSE INC,12042898,,2022-03-29,908960,70.79
18,2022-03-15,RESDIENT2021-08,GLORY HOUSE OF SIOUX FALLS,12032431,,2022-03-29,907242,372.0
18,2022-03-15,INV9746347,MARCO TECHNOLOGIES LLC,12201534,,2022-03-29,908222,9.83
09,2022-03-11,0122CON221255,BON HOMME COUNTY AUDITOR,12055141,02,2022-03-29,907140,76.4
14,2022-03-09,550695,SIOUX FALLS FORD INC,12047788,,2022-03-29,909057,67.71
09,2022-03-10,FEB22CON221297,MARSHALL COUNTY AUDITOR,12054327,,2022-03-29,907115,284.69
013,2022-03-14,5003,"TUSHLA, TIMOTHY R",12661643,,2022-03-29,907797,868.44
08,2022-03-08,2201184596,MEDLINE INDUSTRIES INC,12017160,,2022-03-29,907384,778.41
12,2022-03-18,M1220268,HAAKON SCHOOL DISTRICT 27-1,12032557,01,2022-03-29,M909633,90546.0
14,2022-03-18,382808,MIDSTATES PRINTING INC,12040671,,2022-03-29,909077,332.0
27,2022-03-07,9901230628,CELLCO PARTNERSHIP,12207494,,2022-03-29,908734,478.63
14,2022-03-18,1540025720,POMPS TIRE SERVICE INC,12019738,,2022-03-29,909082,41.5
013,2022-03-16,IN1125993,CARAHSOFT TECHNOLOGY CORP,12358817,,2022-03-29,907798,426509.35
27,2022-03-07,9901288054,CELLCO PARTNERSHIP,12207494,,2022-03-29,904396,1489.72
14,2022-03-17,I1557599,STREICHERS,12022224,,2022-03-29,909072,7.99
08,2022-03-02,IN-00066410,PSYCHOLOGICAL ASSESMENT RESOUR,12115839,,2022-03-29,909004,240.9
18,2022-03-21,0607022,SUDS & DUDS INC,12049672,,2022-03-29,908180,49.72
013,2022-03-17,082203625,BLACK HILLS POWER & LIGHT CO,12028526,,2022-03-29,908337,108.15
27,2022-03-08,22303082022,US HOTEL ACS VENTURES,12388353,,2022-03-29,907684,154.0
16,2022-03-14,162124311,SIOUX FALLS UTILITIES,12055054,06,2022-03-29,908694,202.5
27,2022-03-08,22903142022,SIOUX FALLS MENTAL HEALTH LLC,12669459,,2022-03-29,904413,427.92
16,2022-03-14,162124314,NORTHWESTERN ENERGY,12028962,15,2022-03-29,908697,3711.33
06,2022-03-21,IN930461,A & B BUSINESS INC,12036980,,2022-03-29,908932,68.21
18,2022-03-18,INV2000138336,ELIOR INC,12548705,01,2022-03-29,908187,10950.96
18,2022-03-18,INV2000138335,ELIOR INC,12548705,01,2022-03-29,908186,31664.5
013,2022-03-16,10569175180,DELL MARKETING LP,12118714,,2022-03-29,908853,3075.0
06,2022-03-21,10302/1,A&S HARDWARE INC,12051926,,2022-03-29,907076,-74.52
12,2022-03-15,IN3710748,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,907202,99.92
06,2022-03-21,0473128,HP INC,12125515,11,2022-03-29,907083,1467.01
27,2022-02-28,22903142022,BLACK HILLS PSYCHOLOGY LLC,12262498,,2022-03-29,904399,1137.51
27,2022-02-28,FEBRUARY20221,ROADS OUT PATIENT SERVICES,12124504,,2022-03-29,904355,9840.64
08,2022-03-03,19130574,MCKESSON MEDICAL-SURGICAL INC,12489193,,2022-03-29,907367,158.83
06,2022-03-21,2577,VNDR   12143269,12143269,,2022-03-29,907082,24950.0
10,2022-02-28,27901,CONFERENCE OF STATE BANK,12111398,,2022-03-29,908012,450.0
11,2022-03-14,9242944198,GRAINGER,12016771,16,2022-03-29,908548,351.0
08,2022-02-12,22SC08A305-DEC66,AVERA MCKENNAN,12029758,86,2022-03-29,908315,75.44
08,2022-03-07,INV1740538,BOB BARKER CO,12114270,,2022-03-29,907370,368.48
27,2022-03-01,13762719,GOLDEN WEST TELECOMM CO-OP INC,12030103,,2022-03-29,904364,52.92
08,2022-02-12,22SC08A305-DEC69,AVERA MCKENNAN,12029758,86,2022-03-29,908318,75.44
08,2022-03-18,082203621,BLACK HILLS POWER & LIGHT CO,12028526,,2022-03-29,908336,3167.5
08,2022-03-03,19132987,MCKESSON MEDICAL-SURGICAL INC,12489193,,2022-03-29,907366,100.24
14,2022-03-17,978-032578,NORTH PLAINS DEVELOPERS,12048076,,2022-03-29,908108,76.49
18,2022-03-18,IN3716030,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,907248,474.3
18,2022-03-21,IN930312,A & B BUSINESS INC,12036980,,2022-03-29,908217,65.06
014,2022-01-31,I-0001230069,HOGAN ASSESSMENT SYSTEMS,12576984,,2022-03-29,907031,1260.0
18,2022-03-17,IN3714017,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,908163,95.94
16,2022-02-16,9214595051,GRAINGER,12016771,16,2022-03-29,908683,180.25
14,2022-03-14,65091,INTERNATIONAL ASSN ARSON INVES,12012611,,2022-03-29,908144,600.0
08,2022-02-04,22SC08A305-NO128,AVERA MCKENNAN,12029758,86,2022-03-29,908300,56.38
09,2022-03-25,0222CON220225,BLACK HILLS SPECIAL SVC COOP,12037282,17,2022-03-29,910477,77879.5
09,2022-03-25,0222CON200277,APPRISS INC,12151403,,2022-03-29,910472,6180.0
18,2022-03-17,3432956,EXELON CORPORATION,12369101,,2022-03-29,907291,6010.05
012,2022-03-02,1-597007,GREAT WESTERN TIRE INC,12038151,,2022-03-29,907809,910.15
013,2022-03-07,4724325-030722,CENTURYLINK COMMUNICATIONS LLC,12188416,,2022-03-29,908866,965.26
013,2022-03-07,8862162-030722,CENTURYLINK COMMUNICATIONS LLC,12188416,,2022-03-29,908865,1923.11
09,2022-03-22,#175CON221990,SOUTH DAKOTA HEALTH CARE COALN,12618510,,2022-03-29,908418,11470.55
18,2022-03-17,240966,PRO WINDMILL LLC,12058115,01,2022-03-29,908205,53.0
013,2022-03-10,INV-000878849,SIRIUS COMPUTER SOLUTIONS INC,12268458,,2022-03-29,907799,13587.49
013,2022-03-11,082203603,MONTANA-DAKOTA UTILITIES,12020954,12,2022-03-29,907353,16.27
08,2022-03-07,22SC087636-FEB,RIGHT TURN INC,12045667,01,2022-03-29,907406,270.0
013,2022-03-11,082203604,MONTANA-DAKOTA UTILITIES,12020954,12,2022-03-29,907350,88.57
11,2022-02-09,70474742,BOMGAARS SUPPLY INC,12024635,01,2022-03-29,891822,31.96
08,2022-02-04,22SC08A305-NO132,AVERA MCKENNAN,12029758,86,2022-03-29,908304,75.44
08,2022-02-04,22SC08A305-DEC56,AVERA MCKENNAN,12029758,86,2022-03-29,908280,56.38
06,2022-03-22,10335,A&S HARDWARE INC,12051926,,2022-03-29,908996,15.54
06,2022-03-22,15334,SNAZA IMPLEMENT LLC,12266055,,2022-03-29,908995,137.15
18,2022-03-17,UU-00244287,UNIVERSITY OF UTAH,12123406,,2022-03-29,909674,7000.0
09,2022-03-25,0322CON220812,AVERA ST LUKES,12029725,24,2022-03-29,910488,25000.0
09,2022-03-25,123121CON220917,BLACK HILLS SPECIAL SVC COOP,12037282,17,2022-03-29,910473,1862.49
16,2022-03-03,S109705,HARVEYS LOCK SHOP INC,12053905,,2022-03-29,908667,824.0
18,2022-03-17,800633,JDHQ HOTELS LLC,12592953,,2022-03-29,909129,150.0
08,2022-03-15,082203607,CITY OF MADISON,12054806,,2022-03-29,907357,122.03
18,2022-03-17,800637,JDHQ HOTELS LLC,12592953,,2022-03-29,909130,75.0
18,2022-03-18,0344322-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2022-03-29,907266,1836.17
06,2022-03-22,252000106026,ARAMARK UNIFORM & CAREER APPAR,12621433,04,2022-03-29,908938,29.26
18,2022-03-18,05899766-2022-03,BLACK HILLS POWER & LIGHT CO,12028526,,2022-03-29,907292,5972.57
18,2022-03-18,23862,MENARDS,12019798,12,2022-03-29,907272,42.63
06,2022-03-22,MINI GRANT 2022,TRI-STATE SHOOTERS CLUB INC,12290489,A0,2022-03-29,907080,1875.0
06,2022-03-22,4515690,WORLD FUEL SERVICES INC,12226294,,2022-03-29,907081,357.62
08,2022-03-07,31211538,GREATAMERICA FINANCIAL SRV COP,12025514,01,2022-03-29,907329,102.29
012,2022-03-17,356598,PERFORMANCE FOOD GROUP INC,12620344,,2022-03-29,903750,169.42
08,2022-03-08,22SC087605-FEB,EARLY CHILDHOOD CONNECTION,12047877,,2022-03-29,907413,33206.21
11,2022-02-23,7826,BROSZ ENGINEERING INC,12027853,02,2022-03-29,910531,9209.48
27,2022-03-04,1031030422,IRON OUTFITTER WASTE SERVICESC,12562857,01,2022-03-29,904361,17.84
08,2022-03-23,22SC08C324220323,PENNINGTON COUNTY SO DETOX,12055008,02,2022-03-29,909233,35114.83
14,2022-03-11,I1556577,STREICHERS,12022224,,2022-03-29,909076,140.0
08,2022-03-11,22SC082611-JAN,RURAL OFFICE OF COMM SRVCS,12037800,04,2022-03-29,907407,83305.59
11,2022-01-07,59431,"HENKE, KENNETH J",12308954,,2022-03-29,908590,38.27
14,2022-03-11,I1556478,STREICHERS,12022224,,2022-03-29,909073,134.97
08,2021-12-08,22SC08A305-NO147,AVERA MCKENNAN,12029758,86,2022-03-29,908292,23.62
08,2021-12-08,22SC08A305-NO146,AVERA MCKENNAN,12029758,86,2022-03-29,908291,23.62
19,2022-03-15,22SC191024-FEB22,BLACK HILLS SPECIAL SERVICES,12037282,,2022-03-29,907525,20508.95
08,2022-03-14,082203630,YANKTON DAILY PRESS & DAKOTAN,12029247,01,2022-03-29,909014,133.09
08,2022-03-14,082203624,CITY OF MITCHELL,12054862,02,2022-03-29,908335,56.0
14,2022-03-11,333972,BILLION MOTORS INC,12032294,,2022-03-29,909066,120.91
27,2022-03-07,IN926553,A & B BUSINESS INC,12036980,,2022-03-29,907675,2.11
18,2022-03-10,S101580169.001,DAKOTA SUPPLY GROUP,12027834,,2022-03-29,908209,3473.54
27,2022-03-07,IN926552,A & B BUSINESS INC,12036980,,2022-03-29,907674,5.77
27,2022-03-07,9901288053,CELLCO PARTNERSHIP,12207494,,2022-03-29,904397,600.19
11,2022-03-01,183435,HYDRAULIC WORLD INC,12040660,,2022-03-29,908591,723.42
08,2021-03-05,22SC086337-FEB,ADOPTION CONNECTION PA,12493255,,2022-03-29,907401,2000.0
08,2022-03-07,IN3699686,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,909248,661.58
12,2022-03-18,M1220268,NEW UNDERWOOD SCHOOL,12055757,01,2022-03-29,M909633,141648.0
11,2022-02-16,1079ZY,US HOTEL ACS VENTURES,12388353,,2022-03-29,907162,77.0
08,2022-01-25,22SC08A305-DEC60,AVERA MCKENNAN,12029758,86,2022-03-29,908265,63.32
08,2022-01-25,22SC08A305-DEC59,AVERA MCKENNAN,12029758,86,2022-03-29,908264,141.11
06,2022-03-08,2542176,RUNNING SUPPLY INC,12021713,,2022-03-29,908988,52.19
11,2022-03-23,I5WD-02M,MID DAKOTA VEGETATION MGMT,12049876,,2022-03-29,909688,102730.25
08,2022-03-03,INV1739717,BOB BARKER CO,12114270,,2022-03-29,907369,477.0
08,2022-02-24,99534,ASSOCIATED SUPPLY COMPANY INC,12027661,,2022-03-29,907368,43.93
08,2022-03-16,22SC081313-MAR,VNDR   12098898,12098898,,2022-03-29,907421,1662.48
10,2022-03-09,22-1000-00922-08,VNDR   12667584,12667584,,2022-03-29,907778,12000.0
013,2022-03-01,198676,HIGH POINT NETWORKS LLC,12295610,,2022-03-29,908854,16375.0
11,2022-02-18,10165450,KLJ SOLUTIONS HOLDING COMPANY,12540598,,2022-03-29,908814,363.43
12,2022-03-15,109-847907,HARTFORD INN LLC,12512475,,2022-03-29,909041,75.0
27,2022-03-04,IN925592,A & B BUSINESS INC,12036980,,2022-03-29,907672,0.81
19,2022-03-14,I0072078,PERKINS SCHOOL FOR THE BLIND,12002588,,2022-03-29,907496,1150.0
12,2022-03-14,199673,HIGH POINT NETWORKS LLC,12295610,,2022-03-29,908085,2205.0
11,2022-02-16,118542,ULTEIG,12027184,02,2022-03-29,908823,8317.84
11,2022-02-18,10165449,KLJ SOLUTIONS HOLDING COMPANY,12540598,,2022-03-29,908816,1564.8
19,2022-03-15,VRM220322362237,"LANGENFELD, STEPHAN D",12262235,,2022-03-29,907540,620.46
12,2022-03-18,M1220268,ARMOUR SCHOOL DISTRICT 21-1,12055516,01,2022-03-29,M909633,80260.0
27,2022-03-07,9901240318,CELLCO PARTNERSHIP,12207494,,2022-03-29,907681,360.09
19,2022-03-17,22SC195006031722,EAST DAKOTA EDUCATIONAL COOPER,12003510,02,2022-03-29,907530,20271.77
19,2022-03-02,DCC1768865,MOONLIGHT EXAMINATIONS LLC,12623068,,2022-03-29,906439,641.55
09,2022-03-04,0222CON221227,LYMAN COUNTY AUDITOR,12054729,06,2022-03-29,907134,132.4
14,2022-03-14,5907-180011,"MULLER, LARRY W",12253989,,2022-03-29,909063,55.98
12,2022-03-01,4537436,LRP PUBLICATIONS INC,12012201,,2022-03-29,908075,199.5
19,2022-03-02,61799320,LAKE CITY HOSPITALITY INC,12050131,01,2022-03-29,906505,77.0
19,2022-03-02,61795159,LAKE CITY HOSPITALITY INC,12050131,01,2022-03-29,907656,77.0
19,2022-03-02,61794701,LAKE CITY HOSPITALITY INC,12050131,01,2022-03-29,906503,77.0
19,2022-03-15,034689,ISI LLC,12342347,,2022-03-29,907507,130.0
09,2022-03-02,0122BF-CON221232,AURORA COUNTY AUDITOR,12054982,,2022-03-29,907137,76.04
06,2022-03-11,B246947,NIELSEN CONSTRUCTION INC,12051076,,2022-03-29,908918,21.18
19,2022-03-15,22SC191022-FEB22,VOLUNTEERS OF AMERICA DAKOTAS,12012819,,2022-03-29,907520,2757.38
19,2022-03-15,22SC193007-1,RISING HOPE TOGETHER INC,12651448,A0,2022-03-29,909620,2000.0
19,2022-03-02,DCC1710124,MOONLIGHT EXAMINATIONS LLC,12623068,,2022-03-29,906459,50.0
27,2022-03-08,22603082022MB,US HOTEL ACS VENTURES,12388353,,2022-03-29,907295,77.0
19,2022-03-17,082203625,BLACK HILLS POWER & LIGHT CO,12028526,,2022-03-29,908337,69.28
19,2022-03-16,VRM220323362283,LEWIS & CLARK BEHVRL HLTH SVCS,12032509,,2022-03-29,909152,14.82
27,2022-03-02,22-02-01,CARROLL INSTITUTE,12037492,,2022-03-29,908723,3815.81
08,2021-12-08,22SC08A305-DEC87,AVERA MCKENNAN,12029758,86,2022-03-29,908294,23.62
12,2022-03-18,M1220268,BELLE FOURCHE SCHOOL DIST 9-1,12055366,01,2022-03-29,M909633,518788.0
010,2022-03-10,RPP-20-07-01,VNDR   12203769,12203769,01,2022-03-29,899405,45000.0
18,2022-03-10,146140632,ULINE INC,12017798,,2022-03-29,908201,439.75
06,2022-03-09,201910,BDB INVESTMENT ENTERPRISES LLC,12541631,,2022-03-29,908947,25.97
27,2022-03-07,22703072022,CUSTER COUNTY AUDITOR,12054441,02,2022-03-29,904360,72.86
06,2022-03-09,10917,FARM TECH INC,12162404,,2022-03-29,908976,273.72
19,2022-03-16,22SC193128181310,CITY OF ESTELLINE,12054508,01,2022-03-29,907536,1277.28
18,2022-01-26,0,FLOYDS TRUCK CENTER INC,12658476,,2022-03-29,907265,14698.62
12,2021-10-01,SC12222A1702022A,MINNEHAHA PROPERTIES INC,12670492,,2022-03-29,779325,550.23
11,2022-02-18,10165446,KLJ SOLUTIONS HOLDING COMPANY,12540598,,2022-03-29,910527,688.15
14,2022-03-21,00032CLEX176221,VNDR   12029851,12029851,48,2022-03-29,907226,35.0
08,2022-03-05,2200847634,MEDLINE INDUSTRIES INC,12017160,,2022-03-29,907381,78.75
08,2022-03-15,8053,ROSS K DEN HERDER,12439544,,2022-03-29,908348,153.75
08,2022-03-15,97871,LESTER HOSPITALITY,12346914,,2022-03-29,908404,150.0
08,2022-01-04,22SC08A305-NO138,AVERA MCKENNAN,12029758,86,2022-03-29,908282,6500.0
12,2022-03-18,M1220268,WILLOW LAKE SCHOOL DIST 12-3,12031484,01,2022-03-29,M909633,82209.0
08,2022-02-09,22SC08A305-OC114,AVERA MCKENNAN,12029758,86,2022-03-29,908311,141.11
19,2022-03-12,55822,A1 SANITATION RECYCLING LLC,12513314,,2022-03-29,907352,15.19
08,2022-03-22,22SC082606-JAN,NE SOUTH DAKOTA COMMUNITY ACTI,12031721,,2022-03-29,909211,40032.38
09,2022-03-14,T423895,CDW GOVERNMENT INC,12018139,01,2022-03-29,907143,26.0
12,2022-03-18,M1220268,BALTIC SCHOOL DISTRICT 49-1,12055718,01,2022-03-29,M909633,235711.0
18,2022-03-16,IN3712701,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,908164,214.32
19,2022-03-07,22SC191026-FEB22,HURON AREA CTR FR INDEPENDENCE,12034008,,2022-03-29,906479,5224.24
12,2022-03-18,M1220268,BIG STONE SCHOOL DISTRICT 25-1,12039110,02,2022-03-29,M909633,10025.0
08,2022-03-21,IN930464,A & B BUSINESS INC,12036980,,2022-03-29,908340,98.4
12,2022-03-18,M1220268,HITCHCOCK-TULARE SCHOOL 56-6,12016062,01,2022-03-29,M909633,30031.0
08,2022-03-23,22SC08B309220323,SOUTHEASTERN BEHAVIORAL,12029954,,2022-03-29,909244,38453.39
12,2022-03-18,M1220268,IPSWICH PUBLIC SCHOOL 22-6,12055530,01,2022-03-29,M909633,59928.0
08,2022-03-23,22SC08C329220323,THREE RIVERS MENTAL HEALTH CTR,12033975,,2022-03-29,909232,180.24
11,2022-02-24,076A-02,ROBERT R SCHROEDER CONSTRUCTIC,12268400,,2022-03-29,910541,3525.0
19,2022-03-07,31211540,GREATAMERICA FINANCIAL SRV COP,12025514,01,2022-03-29,907346,29.39
08,2022-03-01,0592676,SUDS & DUDS INC,12049672,,2022-03-29,907431,58.64
19,2022-03-07,54338,BADGER STATE RECOVERY INC,12208910,,2022-03-29,907489,59.08
08,2022-03-22,22SC082602-JAN,NE SOUTH DAKOTA COMMUNITY ACTI,12031721,,2022-03-29,909214,57995.18
08,2022-03-01,082203609,PENNINGTON COUNTY SHERIFF,12055008,03,2022-03-29,907341,790.0
12,2022-03-18,M1220268,WHITE LAKE SCHOOL DIST 1-3,12055303,01,2022-03-29,M909633,36175.0
12,2022-03-16,1000029568,JDHQ HOTELS LLC,12592953,,2022-03-29,908071,75.0
12,2022-03-18,M1220268,HANSON SCHOOL DISTRICT 30-1,12032136,01,2022-03-29,M909633,145920.0
08,2022-03-08,2136699,PROFESSIONAL MEDICAL INC,12559255,,2022-03-29,907380,3421.27
12,2022-03-18,M1220268,BRIDGEWATER-EMERY SCH DIS 30-3,12239828,,2022-03-29,M909633,118275.0
12,2022-03-18,M1220268,BRANDON VALLEY,12055724,01,2022-03-29,M909633,1833025.0
08,2022-03-08,082203598,BLACK HILLS POWER & LIGHT CO,12028526,,2022-03-29,907351,201.03
11,2022-03-04,36001300322,WOONSOCKET-CITY OF,12055277,,2022-03-29,908576,34.5
08,2022-03-04,22SC082016-FEB,"GILLES, PENELOPE S",12556379,,2022-03-29,908782,1125.0
12,2022-03-17,S0605631,SUDS & DUDS INC,12049672,,2022-03-29,909038,89.96
12,2022-03-17,0605679,SUDS & DUDS INC,12049672,,2022-03-29,909037,38.95
12,2022-03-16,SC12221G-518-4,SOUTHEAST TECHNICAL INSTITUTE,12055738,11,2022-03-29,907205,6950.88
08,2022-03-05,22SC087607-FEB,RIGHT TURN INC,12045667,01,2022-03-29,907405A,12360.76
12,2022-03-16,IN3712248,INNOVATIVE OFFICE SOLUTIONS,12550348,,2022-03-29,908069,160.53
08,2022-03-01,0590029/0595509,SUDS & DUDS INC,12049672,,2022-03-29,907395,9.96
012,2022-02-14,9031838-1,FERGUSON ENTERPRISES INC,12113000,01,2022-03-29,908876,320.0
08,2022-03-23,22SC08B308220323,NORTHEASTERN MENTAL HEALTH CTR,12030437,,2022-03-29,909241,9317.94
19,2022-03-07,DCC1844254,ALLIED ASSESSMENTS INC,12174710,,2022-03-29,907650,641.55
19,2022-03-07,DCC1844478,ALLIED ASSESSMENTS INC,12174710,,2022-03-29,907651,641.55
14,2022-03-10,9901530036,CELLCO PARTNERSHIP,12207494,,2022-03-29,908156,520.13
14,2022-03-10,9901594421,CELLCO PARTNERSHIP,12207494,,2022-03-29,908157,10975.73
12,2022-03-18,M1220268,LENNOX SCHOOL DISTRICT NO 41-4,12055663,01,2022-03-29,M909633,386276.0
12,2022-03-18,M1220268,MCLAUGHLIN SCHOOL DIST 15-2,12055446,01,2022-03-29,M909633,241295.0
12,2022-03-16,132-600832,MIDWEST MOTEL OF MITCHELL,12048330,,2022-03-29,909040,78.5
