agency,document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt
09,2021-12-21,93909883,ABBOTT RAPID DX NORTH AMERICA,12162741,,2021-12-31,846112,100505.0
11,2021-12-21,244901,FRONTIER PRECISION INC,12027846,,2021-12-31,846132,15.19
12,2021-10-29,D12200679,VNDR   12258628,12258628,,2021-12-31,845480,75.32
09,2021-12-22,10697946,CHESTERMAN CO,12024465,04,2021-12-31,845437,60.0
08,2021-11-03,RX1809122,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846043,15.7
11,2021-12-17,INV132126,DRUM CORPORATION,12040346,,2021-12-31,845539,642.41
19,2021-12-07,DCT1210212,VNDR   12674628,12674628,,2021-12-31,845838,46.2
19,2021-12-17,DCM22723430,MRO CORPORATION,12001913,,2021-12-31,845888,35.0
08,2021-12-17,RX529775,ANDERSON PHARMACY INC,12044448,,2021-12-31,845363A,13.77
19,2021-11-18,DCM20310870,VNDR   12514700,12514700,,2021-12-31,845858,25.0
19,2021-10-31,OCTOBER21B-1,ASPIRE INC,12031699,,2021-12-31,845222,429.6
27,2021-11-29,22711292021,SOWERS & SON DIRTY LAUNDRY LLC,12602595,,2021-12-31,831586,172.5
08,2021-10-14,RX1701654/01,HY-VEE INC,12024480,06,2021-12-31,845391,14.01
11,2021-12-14,759729,VNDR   12022095,12022095,02,2021-12-31,845509,-14.61
11,2021-12-18,RC121821,NITRO ALLEY INC & BAD RACING,12047328,,2021-12-31,846168,595.0
19,2021-12-20,112B,RAVEN WORKS INC,12290356,,2021-12-31,845794,597.36
27,2021-11-30,438602,PHARM CHEM INC,12119984,,2021-12-31,846350,125.8
19,2021-12-20,2021-11E,ISI LLC,12342347,,2021-12-31,845792,199.12
09,2021-12-21,18888095,VNDR   12021827,12021827,01,2021-12-31,846105,-52.8
27,2021-12-15,22912202021,BEHAVIOR MANAGEMENT SYSTEMS,12030341,,2021-12-31,845235,104.25
19,2021-12-16,DCM22766300,BENNETT COUNTY HOSPITAL &,12026746,,2021-12-31,845889,12.03
12,2021-12-20,SC12222G-111-3,WESTERN DAKOTA TECHNICAL COLLE,12664547,,2021-12-31,845463,1246.42
19,2021-12-17,DCM23112181,MRO CORPORATION,12001913,,2021-12-31,845906,10.76
27,2021-12-10,2291220202106,HUMAN SERVICE AGENCY,12031085,,2021-12-31,845256,1011.78
19,2021-12-17,DCM23122491,AVERA MCKENNAN,12029758,C2,2021-12-31,845908,27.53
19,2021-12-18,DCC1234283,"COUPLAND, MARY ANN",12249427,,2021-12-31,845844,565.85
19,2021-12-20,112C,RAVEN WORKS INC,12290356,,2021-12-31,845795,597.36
02,2021-12-14,598010,CENTURY BUSINESS PRODUCTS INC,12039139,,2021-12-31,844536,95.18
19,2021-12-27,22SC193021-NOV21,EAST RIVER LEGAL SERVICES,12012544,,2021-12-31,848128,2138.56
012,2021-12-20,970,VNDR   12557495,12557495,,2021-12-31,846552,739.8
19,2021-11-30,IVCO126381,BLACK HILLS WORKS INC,12034968,04,2021-12-31,845834,200.0
012,2021-12-04,6040289,HURON MOTORS INC,12481570,,2021-12-31,846539,683.28
06,2021-08-31,0601-449-89 FY22,SD7 LLC,12390641,,2021-12-31,750388,437.35
08,2021-11-18,RX1809461,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846070,3264.07
09,2021-10-24,18684233,VNDR   12021827,12021827,01,2021-12-31,846102,449223.0
08,2021-12-15,INV9442147,MARCO TECHNOLOGIES LLC,12201534,,2021-12-31,845402,81.36
08,2021-11-19,RX1812824,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846071,11.95
09,2021-10-22,18683911,VNDR   12021827,12021827,01,2021-12-31,846104,269547.8
19,2021-12-16,278660,SANFORD  HEALTH,12198121,,2021-12-31,845774,21.12
11,2021-12-06,1463232,VNDR   12639246,12639246,,2021-12-31,845548,202.8
19,2021-12-16,206,TOUCHING LIVES CAREGIVER,12655172,,2021-12-31,845215,655.0
27,2021-12-07,2291220202101,DAKOTA PSYCHOLOGICAL SERVICES,12006831,,2021-12-31,845260,4393.28
08,2021-12-07,RX1719163,HY-VEE INC,12024480,06,2021-12-31,845348,5.5
08,2021-10-20,RX1698116/01,HY-VEE INC,12024480,06,2021-12-31,845350,298.2
19,2021-11-30,NOV30-4,ASPIRE INC,12031699,,2021-12-31,845819,252.39
11,2021-12-09,261970121221,NORTHWESTERN CORPORATION,12028962,15,2021-12-31,845627,327.1
08,2021-10-18,RX1697073/02,HY-VEE INC,12024480,06,2021-12-31,845394,16.85
08,2021-10-18,RX1680627/04,HY-VEE INC,12024480,06,2021-12-31,845393,11.75
11,2021-12-20,631972,VNDR   12022095,12022095,12,2021-12-31,846159,14.69
013,2021-12-22,015491601-122221,CLARITY TELECOM LLC,12479166,03,2021-12-31,846020,85.0
11,2021-12-17,759921,VNDR   12022095,12022095,02,2021-12-31,845537,21.7
013,2021-12-12,12172604,VENTURE COMMUNICATIONS CO-OP,12030120,,2021-12-31,846021,153.9
02,2021-12-14,3587554,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-12-31,844503,57.61
012,2021-12-16,3192-7,COLLAB OPERANDI ARCHT LLC,12423144,,2021-12-31,845988,7417.5
19,2021-12-16,VRM211222360148,SIOUX FALLS RUBBER STAMP WORKS,12036365,,2021-12-31,845811,29.25
19,2021-12-16,DCM23121904,AVERA MCKENNAN,12029758,62,2021-12-31,845910,12.03
19,2021-12-21,STDINV537629,FREEDOM US ACQUISITION CORP,12592353,01,2021-12-31,845762,110.21
08,2021-10-11,22SC08A305-SEP70,AVERA MCKENNAN,12029758,86,2021-12-31,845413,75.44
08,2021-10-11,22SC08A305-SEP66,AVERA MCKENNAN,12029758,86,2021-12-31,845409,75.44
19,2021-12-16,DCM22888841,AVERA MCKENNAN,12029758,65,2021-12-31,845902,12.03
27,2021-12-19,5284,SAND DOLLAR HOSPITALITY LLC,12532341,,2021-12-31,846340,75.0
27,2021-12-16,IN901546,A & B BUSINESS INC,12036980,,2021-12-31,846348,18.73
19,2021-11-17,15206C,CITY OF MITCHELL,12054862,03,2021-12-31,845770,80.0
11,2021-12-20,06FH-10F,VNDR   12058856,12058856,,2021-12-31,845683,997.84
12,2021-10-30,D12200687,"HAIAR, CARA",12673281,,2021-12-31,845473,14.0
08,2021-12-10,RX1712258,HY-VEE INC,12024480,06,2021-12-31,845353,15.21
08,2021-11-30,RX1809123/01,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846042,23.41
08,2021-11-30,RX1704468/02,HY-VEE INC,12024480,06,2021-12-31,845396,12.58
08,2021-11-03,RX1809227,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846041,19.36
19,2021-12-17,DCC1274704,GALEN VAN KLEY PHD,12518072,,2021-12-31,845846,323.79
013,2021-12-20,IN902654,A & B BUSINESS INC,12036980,,2021-12-31,845330,58.84
19,2021-12-17,DCM22231270,DAKOTA COUNSELING INSTITUTE,12032458,01,2021-12-31,845879,19.53
08,2021-12-14,22SC083308-AUG,BLACK HILLS SPECIAL SERVICES,12037282,,2021-12-31,842461A,7580.15
19,2021-12-15,VRM211221357960,BLACK HILLS SPECIAL SVC COOP,12037282,17,2021-12-31,845213,107.4
19,2021-12-20,INV2600007873,ELIOR INC,12548705,,2021-12-31,845195,75201.6
08,2021-12-10,RX7157330,CSRX INC,12209287,,2021-12-31,845372,38.45
012,2021-12-20,971,VNDR   12557495,12557495,,2021-12-31,846557,357.14
09,2021-12-15,535754,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-12-31,845430,257.29
26,2021-12-20,2021-1370,SOUTH DAKOTA TELECOMMUNICATION,12033377,,2021-12-31,845917,840.0
08,2021-12-15,72691,SOUTH DAKOTA HEALTH CARE ASSN,12030913,,2021-12-31,845404,169.5
08,2021-11-03,RX1809224,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846040,9.89
19,2021-12-17,DCM22592278,SHARECARE HEALTH DATA SERVICES,12443553,01,2021-12-31,845887,10.76
11,2021-12-21,252000084731,ARAMARK UNIFORM & CAREER APPAR,12621433,04,2021-12-31,846160,34.21
11,2021-12-21,232300,CHS INC,12020868,09,2021-12-31,846131,1295.33
08,2021-11-03,RX1802192/01,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846068,4.99
19,2021-11-16,DCM18371816,REFLECTIONS COUNSELING SERVICE,12674773,,2021-12-31,845852,19.03
012,2021-09-30,405202,BILLION MOTORS INC,12032294,,2021-12-31,846563,109.0
17,2021-12-08,171121107,VNDR   12241233,12241233,,2021-12-31,845729,100.0
11,2021-12-10,2567123-11221,NORTHWESTERN CORPORATION,12028962,15,2021-12-31,845491,238.41
19,2021-12-10,15550,AVERA HOME MEDICAL EQUIP LLC,12053982,13,2021-12-31,845739,405.0
11,2021-12-13,759829757121321,NORTHERN STATES POWER COMPANY,12023853,,2021-12-31,845690,9.21
19,2021-12-17,DCM23056917,AVERA MCKENNAN,12029758,C2,2021-12-31,845904,12.03
27,2021-12-15,725,CENTER FOR CHILDREN AND FAMILY,12662454,,2021-12-31,842419A,2141.76
19,2021-12-20,2021-11A,ISI LLC,12342347,,2021-12-31,845788,398.24
19,2021-12-15,3100,SD DEVELOPMENTAL CENTER,STATE,41,2021-12-31,845750,31.0
27,2021-12-17,IN901933,A & B BUSINESS INC,12036980,,2021-12-31,846347,24.0
08,2021-12-20,RX1449968/02,HY-VEE INC,12024480,11,2021-12-31,845356,4.0
08,2021-12-20,RX529916,ANDERSON PHARMACY INC,12044448,,2021-12-31,845364,13.95
08,2021-11-17,RX1812195,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846032,4.99
19,2021-12-15,0359353048,CIOX HEALTH LLC,12115581,01,2021-12-31,845821,24.42
11,2021-12-13,3969001121,BLACK HILLS ELECTRIC CO-OP,12028516,,2021-12-31,846117,799.19
19,2021-12-20,112A,RAVEN WORKS INC,12290356,,2021-12-31,845793,597.36
19,2021-12-15,8153-2971,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-12-31,845211,118.83
19,2021-10-28,DCM18128586,VNDR   12674484,12674484,,2021-12-31,845851,33.0
11,2021-12-17,INV132129,DRUM CORPORATION,12040346,,2021-12-31,845540,28.83
09,2021-12-20,1221LABSPC,SACRED HEART HEALTH SERVICES,12029786,,2021-12-31,845452,7976.43
27,2021-12-14,IN900821,A & B BUSINESS INC,12036980,,2021-12-31,845231,43.78
19,2021-12-07,1630,TAKEDOWN T2 PEST CONTROL LLC,12585199,,2021-12-31,845751,1232.0
19,2021-12-15,535879,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-12-31,845210,26.28
19,2021-12-20,2021-11B,ISI LLC,12342347,,2021-12-31,845789,199.12
12,2021-10-30,D12200686,VNDR   12672349,12672349,,2021-12-31,845472,14.0
09,2021-12-10,7015841418,MERCK & CO INC,12011328,,2021-12-31,846113,2315.4
19,2021-12-16,DCM20620652,NGP RECORD CONNECT HOLDINGS,12661231,,2021-12-31,845860,20.0
11,2021-12-10,2567123-11221,NORTHWESTERN ENERGY,12028962,15,2021-12-31,845491,238.41
12,2021-10-30,D12200687,VNDR   12673281,12673281,,2021-12-31,845473,14.0
11,2021-12-10,3725571,AUTOMOTIVE & INDUSTRIAL DIST,12120383,,2021-12-31,845682,1042.2
012,2021-11-12,35768,PHILIP MOTOR INC,12038458,,2021-12-31,846543,697.5
19,2021-12-16,DCM20473240,NGP RECORD CONNECT HOLDINGS,12661231,,2021-12-31,845859,20.0
19,2021-12-09,7173007900,CARDINAL HEALTH INC,12117161,,2021-12-31,845743,6462.48
19,2021-06-28,INV8881369,MARCO TECHNOLOGIES LLC,12201534,,2021-12-31,845209,235.0
11,2021-12-13,INV130064,DRUM CORPORATION,12040346,,2021-12-31,845561,17.49
19,2021-12-20,22SC190015122021,"GOETZ, BRENDA M",12575288,,2021-12-31,845181,694.8
19,2021-12-20,2021-11C,ISI LLC,12342347,,2021-12-31,845790,398.24
012,2021-11-15,051795,WIEBELHAUS COMPANIES INC,12120224,,2021-12-31,846578,14.0
11,2021-12-13,C261295882:01,I STATE TRUCK INC,12291406,,2021-12-31,845583,625.06
19,2021-12-15,954489,MAXI AIDS INC,12004130,,2021-12-31,845837,121.4
19,2021-12-13,IN3570107,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-12-31,845758,16.77
19,2021-12-16,DCM22991028,HURON CLINIC FOUNDATION LTD,12056354,,2021-12-31,845897,12.03
19,2021-12-13,INV2600007843,ELIOR INC,12548705,,2021-12-31,845197,2076.88
11,2021-12-12,12178621,VENTURE COMMUNICATIONS CO-OP,12030120,,2021-12-31,846155,49.75
11,2021-12-20,321480,JONES ENTERPRISES,12051330,,2021-12-31,845651,23.92
29,2021-11-12,STMT 11/12/21,RAMKOTA COMPANIES INC,12031730,,2021-12-31,846371,4725.0
09,2021-12-20,22375538,CONCORDANCE HEALTHCARE SOLUTIO,12600010,,2021-12-31,845447,153.15
09,2021-12-12,12171243,VENTURE COMMUNICATIONS CO-OP,12030120,,2021-12-31,845428,37.19
19,2021-11-08,15206A,CITY OF MITCHELL,12054862,03,2021-12-31,845768,16.0
11,2021-12-17,8898015781221,BLACK HILLS POWER & LIGHT CO,12028526,,2021-12-31,846121,28.65
18,2021-10-14,34589,MANDEL METALS INC,12486588,,2021-12-31,846321,55634.0
08,2021-10-14,RX1701653/01,HY-VEE INC,12024480,06,2021-12-31,845390,13.73
288,2021-12-20,12821,MEWS SERVICES INC,12043927,,2021-12-31,845920,350.0
08,2021-10-14,RX1706367,HY-VEE INC,12024480,06,2021-12-31,845392,26.68
09,2021-12-14,122482941,AGILENT TECHNOLOGIES INC,12120071,02,2021-12-31,846106,35311.18
19,2021-11-04,0801758IN,ESCHENBACH OPTIK AMERICA INC,12003431,,2021-12-31,845807,31.51
06,2021-06-29,0601-449-56 FY22,EDMUNDS COUNTY AUDITOR,12042303,02,2021-12-31,701145,66.74
10,2021-11-30,22-1000-00850005,LAWRENCE & SCHILLER INC,12035149,,2021-12-31,848120,411.45
08,2021-12-14,22SC083308-NOV,BLACK HILLS SPECIAL SERVICES,12037282,,2021-12-31,842460A,7444.78
12,2021-10-30,D12200690,VNDR   12346453,12346453,,2021-12-31,845481,14.0
17,2021-12-08,171121104,VNDR   12241233,12241233,,2021-12-31,845727,100.0
11,2021-12-10,9148030787,GRAINGER,12016771,16,2021-12-31,845507,195.36
17,2021-12-08,171121108,VNDR   12241233,12241233,,2021-12-31,845730,100.0
17,2021-12-08,171121109,VNDR   12241233,12241233,,2021-12-31,845731,100.0
06,2021-11-15,0601-449-84 FY22,FIVE M PROPERTIES LLC,12672719,,2021-12-31,808121,375.37
12,2021-11-23,IN3566356,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-12-31,845482,53.82
18,2021-12-03,20340548RI,VNDR   12020990,12020990,,2021-12-31,846318,1255.72
19,2021-12-07,22SC193011-1446,ALL NATIONS INTERPRETERS INC,12601137,,2021-12-31,848124,1896.27
11,2021-12-10,C261295584:01,I STATE TRUCK INC,12291406,,2021-12-31,845562,384.81
09,2021-12-15,14190186,HENRY SCHEIN,12004172,,2021-12-31,845451,7.89
11,2021-12-07,2781472-21221,NORTHWESTERN CORPORATION,12028962,15,2021-12-31,845493,13.18
11,2021-12-10,2595177-31221,NORTHWESTERN CORPORATION,12028962,15,2021-12-31,845492,360.35
11,2021-12-15,252939111221,NORTHWESTERN CORPORATION,12028962,15,2021-12-31,846158,19.7
11,2021-12-20,903079,A & B BUSINESS INC,12036980,,2021-12-31,845715,71.61
08,2021-09-02,RMCL7318,AVERA MCKENNAN REGIONAL LAB,12029758,48,2021-12-31,845378,17.97
09,2021-12-16,14321063,HENRY SCHEIN,12004172,,2021-12-31,845449,776.35
09,2021-12-16,14322485,HENRY SCHEIN,12004172,,2021-12-31,845450,579.44
19,2021-12-16,DCM22388840,LEWIS AND CLARK BEHAVIOR HEALT,12032509,02,2021-12-31,845883,12.03
11,2021-12-18,221161826,ROLLINS INC,12564121,,2021-12-31,845605,65.0
08,2021-11-05,RX1805748,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846074,43.55
08,2021-12-22,22SC08B307211222,LEWIS & CLARK BEHVRL HLTH SVCS,12032509,,2021-12-31,845339,32645.34
19,2021-11-30,NOV30-1,ASPIRE INC,12031699,,2021-12-31,845820,393.85
012,2021-07-22,29535,DIESEL SERVICES OF HURON INC,12041816,,2021-12-31,846551,645.51
19,2021-11-30,IVC0126381,BLACK HILLS WORKS INC,12034968,04,2021-12-31,845835,250.0
19,2021-12-10,22318978,CONCORDANCE HEALTHCARE SOLUTIO,12600010,,2021-12-31,845745,367.2
19,2021-11-30,VRM211222354844,SOUTH DAKOTA ACHIEVE,12012500,,2021-12-31,845812,429.6
09,2021-12-30,103121CON220550,NATIONAL FOUNDATION FOR CDC&P,12661697,,2021-12-31,848400,26699.81
09,2021-12-21,22385426,CONCORDANCE HEALTHCARE SOLUTIO,12600010,,2021-12-31,845442,264.31
09,2021-12-22,E0920435CON22205,SDSU,SDSU,A1,2021-12-31,846100,0.0
19,2021-12-14,372986,MIDSTATES PRINTING INC,12040671,,2021-12-31,845752,1706.1
08,2021-09-04,RMCL7319,AVERA MCKENNAN REGIONAL LAB,12029758,48,2021-12-31,845377,17.97
08,2021-09-07,RMCL7839,AVERA MCKENNAN REGIONAL LAB,12029758,48,2021-12-31,845379,17.97
19,2021-08-25,22SC193011-1322,ALL NATIONS INTERPRETERS INC,12601137,,2021-12-31,848127,292.53
19,2021-09-01,VRM211222357576,VISTA CARE SOUTH DAKOTA LLC,12604732,,2021-12-31,845779,42.96
19,2021-11-30,DCM21575924,DAKOTA FAMILY CHIRO  MITCHELL,12120283,A0,2021-12-31,845864,12.03
09,2021-12-23,1221NURSINGEDUC,PRESENTATION COLLEGE,12031617,03,2021-12-31,846109,450.0
08,2021-12-22,22SC08B308211222,NORTHEASTERN MENTAL HEALTH CTR,12030437,,2021-12-31,845345,25128.52
08,2021-12-22,22SC08B305211222,EAST CENTRAL MH CD CENTER,12031316,,2021-12-31,845337,7981.94
11,2021-12-16,712116,DUDLEY LAUNDRY CO,12057489,,2021-12-31,845697,59.23
11,2021-12-16,1058QB,REGENCY MIDWEST VENTURES LTD,12177768,03,2021-12-31,845675,154.0
19,2021-11-19,1240031,VNDR   12290071,12290071,,2021-12-31,845205,137.0
19,2021-12-13,3356055,EXELON CORPORATION,12369101,,2021-12-31,845187,25689.54
19,2021-12-02,VRM211222359511,SOUTH DAKOTA ACHIEVE,12012500,,2021-12-31,845808,21.48
19,2021-12-13,51646750,MRO CORPORATION,12001913,,2021-12-31,845827,35.0
08,2021-12-16,22SC08A304-DEC1,SOUTH DAKOTA ANESTHESIA SERVIC,12028065,02,2021-12-31,845415,8738.0
08,2021-11-08,RX1798747/01,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846073,14.2
11,2021-12-17,27129487121721,BLACK HILLS POWER & LIGHT CO,12028526,,2021-12-31,845691,17.46
19,2021-12-10,INV2600007872,ELIOR INC,12548705,,2021-12-31,845196,1972.58
08,2021-11-05,RX1809674,LEWIS DRUGS-EASTGATE 3,12029381,01,2021-12-31,846046,19.25
11,2021-12-21,18,SPARTANNASH COMPANY,12550959,,2021-12-31,846174,98.99
08,2021-12-15,RX879978,SMITH DRUG INC,12029090,,2021-12-31,845373,11.46
08,2021-12-28,22SC08E066-DEC,AVERA MCKENNAN,12029758,C5,2021-12-31,848114,420.0
19,2021-11-16,DCM19519622,VNDR   12674000,12674000,,2021-12-31,845856,35.0
11,2021-12-17,48200688221221,BLACK HILLS POWER & LIGHT CO,12028526,,2021-12-31,846122,52.27
11,2021-12-16,1319772,C & R SUPPLY INC,12036118,,2021-12-31,845611,73.76
09,2021-12-21,18888095,MCKESSON MEDICAL SURGICAL,12021827,01,2021-12-31,846105,-52.8
11,2021-12-16,230352,BERNTSEN INTERNATIONAL INC,12019884,,2021-12-31,845680,1505.28
19,2021-12-09,7173007901,CARDINAL HEALTH INC,12117161,,2021-12-31,845741,1928.46
19,2021-12-21,VRM211222360278,VNDR   12673625,12673625,,2021-12-31,845784,28.75
19,2021-11-30,VRM211222360274,SOUTH DAKOTA ACHIEVE,12012500,,2021-12-31,845813,859.2
11,2021-12-16,4P8206,BOYER FORD TRUCKS INC,12021023,,2021-12-31,845616,244.49
11,2021-12-15,INV131221,DRUM CORPORATION,12040346,,2021-12-31,845575,55.71
19,2021-11-16,DCM18371816,VNDR   12674773,12674773,,2021-12-31,845852,19.03
09,2021-12-16,254857763,CENTURYLINKCOMM,12188416,03,2021-12-31,845434,8.74
19,2021-12-17,DCM22206054,BROOKINGS CITY OF,12054336,18,2021-12-31,845877,12.03
11,2021-12-13,38442,MIDWAY SERVICE INC,12209579,,2021-12-31,845624,16181.2
08,2021-12-21,RX529917,ANDERSON PHARMACY INC,12044448,,2021-12-31,845367,12.29
19,2021-12-17,DCM22023660,SANFORD  HEALTH,12198121,,2021-12-31,845871,12.03
08,2021-11-17,RX1715858,HY-VEE INC,12024480,06,2021-12-31,845355,30.34
19,2021-12-17,DCM21862858,SANFORD  HEALTH,12198121,,2021-12-31,845866,22.03
19,2021-12-17,DCM21456792,VERISMA SYSTEMS INC,12002418,,2021-12-31,845863,15.0
19,2021-12-17,23367,PEOPLES TRANSIT,12124864,,2021-12-31,845787,3.5
19,2021-12-09,7173007899,CARDINAL HEALTH INC,12117161,,2021-12-31,845742,178.88
19,2021-12-17,DCM22284733,SANFORD  HEALTH,12198121,,2021-12-31,845881,31.53
012,2021-12-17,70734SC015123,SIOUX FALLS MY PLACE LLC,12512947,,2021-12-31,846004,150.0
