agency,document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt
06,2020-09-01,UG1STMTAUG,CLAY RURAL WATER SYSTEM INC,12034087,,2020-09-30,,133.4
19,2020-09-09,VRM200922346713,THE SUPPORT CIRCLE INC,12579125,,2020-09-30,,498.17
11,2020-08-25,312853,"HANKS, ROBERT A",12091750,,2020-09-30,,84.0
11,2020-08-25,28208,H HOLDING COMPANY,12588121,,2020-09-30,,-20.0
06,2020-07-01,0601-449-66 FY21,BROOKINGS COUNTY TREASURER,12054342,,2020-09-30,400012,1000.0
06,2020-07-01,0601-449-64 FY21,CITY OF WINNER,12055263,,2020-09-30,400011,681.0
06,2020-07-01,0601-449-63 FY21,SCHOOL HOUSE SUITES INC,12573514,,2020-09-30,400008,400.0
19,2020-09-14,48351,BADGER STATE RECOVERY INC,12208910,,2020-09-30,,198.1
19,2020-09-14,446315-0,CARDINAL HEALTH INC,12117161,,2020-09-30,,-5.54
06,2020-07-01,0601-449-57 FY21,MOELLER PROPERTIES LLC,12289213,,2020-09-30,420138,250.0
19,2020-09-14,1001005770,DOLLAR GENERAL CORPORATION,12480250,,2020-09-30,,18.95
19,2020-09-23,VRM200924348617,SANFORD  HEALTH,12198121,,2020-09-30,,5.28
03,2020-09-14,58491,SHANE LILLEBO,12503200,,2020-09-30,,105.0
03,2020-09-15,2021VFA-19-08,FORT PIERRE FIRE FIGHTER ASSNC,12017503,,2020-09-30,,5000.0
12,2020-09-15,345397,MIDSTATES PRINTING INC,12040671,,2020-09-30,,78.0
19,2020-09-08,13850,ALL NATIONS INTERPRETERS INC,12601137,,2020-09-30,,66.5
19,2020-09-30,M191000005,COLTON RETIREMENT LIVING INC,12585539,,2020-09-30,,296.0
19,2020-09-30,M191000005,EDGEWOOD GREENLEAF SIOUX FALLC,12296023,01,2020-09-30,,449.0
19,2020-09-30,M191000005,HILDAS HERITAGE HOME INC,12174373,,2020-09-30,,754.0
18,2020-08-18,C80020433I,ELIOR INC,12548705,01,2020-09-30,,60.0
11,2020-08-26,18436,PHEASANT COUNTRY EXPRESS INC,12010850,,2020-09-30,,4269.78
19,2020-09-04,DL11010,WEST RIVER FOUNDATION,12017568,02,2020-09-30,,46.8
16,2020-08-06,119341,PRESSURE SERVICES CHEM TECH,12039794,,2020-09-30,,4835.06
03,2020-09-16,719119777,LAKE CITY HOSPITALITY INC,12050131,01,2020-09-30,,77.0
18,2020-09-09,INV7945255,MARCO TECHNOLOGIES LLC,12201534,,2020-09-30,,74.16
12,2020-09-15,345402,MIDSTATES PRINTING INC,12040671,,2020-09-30,,78.0
12,2020-09-15,346131,MIDSTATES PRINTING INC,12040671,,2020-09-30,,88.08
06,2020-09-02,357026,CARLS TRAILER SALES,12049550,,2020-09-30,,400.0
19,2020-09-12,43803,NORTHERN STATE UNIVERSITY,NSU,06,2020-09-30,,4463.68
19,2020-09-12,43805,NORTHERN STATE UNIVERSITY,NSU,06,2020-09-30,,542.0
19,2020-09-12,43806,NORTHERN STATE UNIVERSITY,NSU,06,2020-09-30,,1377.5
19,2020-09-13,VRM200923348425,COUNTY FAIR FOODS OF WATERTOWN,12042256,,2020-09-30,,140.63
06,2020-07-01,0601-449-62 FY21,MARSHALL COUNTY AUDITOR,12054327,,2020-09-30,400009,100.0
06,2020-07-01,0601-449-47 FY21,SD7 LLC,12390641,,2020-09-30,409284,330.0
17,2020-09-01,125,MONUMENT HEALTH NETWORK INC,12037199,46,2020-09-30,,5201.3
19,2020-09-16,DCM3004049,AVERA MCKENNAN,12029758,46,2020-09-30,,11.79
19,2020-09-16,DCM3034903,AVERA MCKENNAN,12029758,46,2020-09-30,,11.79
19,2020-09-16,DCM3093360,CIOX HEALTH LLC,12115581,01,2020-09-30,,18.02
19,2020-09-16,DCM3153019,EAST CENTRAL MH CD CENTER,12031316,,2020-09-30,,11.79
19,2020-09-16,DCM3157148,CARROLL INSTITUTE,12037492,,2020-09-30,,11.79
19,2020-09-17,3820048,CARDINAL HEALTH INC,12117161,,2020-09-30,,7682.61
12,2020-09-15,345408,MIDSTATES PRINTING INC,12040671,,2020-09-30,,78.0
19,2020-09-17,3820049,CARDINAL HEALTH INC,12117161,,2020-09-30,,129.18
19,2020-09-17,DCC150063,GOEHRING ENTERPRISES INC,12040804,,2020-09-30,,50.0
19,2020-09-17,DCC150364,DAKOTA VISION CENTER,12046657,01,2020-09-30,,202.0
19,2020-09-17,DCM2994284,BEHAVIOR MANAGEMENT SYSTEMS,12030341,,2020-09-30,,24.29
19,2020-09-17,DCM3002886,AVERA MCKENNAN,12029758,D3,2020-09-30,,35.0
19,2020-09-17,DCM3104784,MRO CORPORATION,12001913,,2020-09-30,,35.0
19,2020-09-17,DCM3135010,MRO CORPORATION,12001913,,2020-09-30,,35.0
19,2020-09-17,DCM3143079,AVERA MED GRP GREGORY,12029758,73,2020-09-30,,16.79
19,2020-09-17,DCC141002,"COUPLAND, MARY ANN",12249427,,2020-09-30,,541.75
11,2020-09-10,631892,MUTH ELECTRIC INC,12117742,,2020-09-30,,223.0
18,2020-09-10,124177738,ULINE INC,12017798,,2020-09-30,,86.93
18,2020-09-10,2020-08B,SIOUX FALLS SPECIALTY HOSPITAL,12039607,02,2020-09-30,,820.0
06,2020-09-10,604042036,HILLYARD,12026905,,2020-09-30,,56.62
06,2020-09-10,66838,M G OIL COMPANY,12035221,,2020-09-30,,1043.64
17,2020-09-08,IUS0179350,CRISIS PREVENTION INSTITUTE,12020344,,2020-09-30,,150.0
19,2020-09-16,DCM3033427,AVERA MCKENNAN,12029758,A0,2020-09-30,,11.79
19,2020-09-17,DCM3153128,AVERA MCKENNAN,12029758,65,2020-09-30,,26.29
19,2020-09-10,21SC190024091020,"LUTZ, TINA MARIE",12104741,,2020-09-30,,226.17
19,2020-09-17,DCM3153561,AVERA MCKENNAN,12029758,65,2020-09-30,,27.79
19,2020-09-10,DL11022,WEST RIVER FOUNDATION,12017568,02,2020-09-30,,173.54
19,2020-09-16,DCC139176,GREG SWENSON PHD INC,12006649,,2020-09-30,,773.5
19,2020-09-16,DCC140379,ALLIED ASSESSMENTS INC,12174710,,2020-09-30,,650.28
19,2020-09-16,DCC141501,ALLIED ASSESSMENTS INC,12174710,,2020-09-30,,50.0
19,2020-09-18,0300623-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-09-30,,1059.0
19,2020-09-18,21SC195032329926,TELTEX INC,12026548,,2020-09-30,,1500.0
19,2020-09-18,310026,"SORIANO, PAMELA E",12196836,,2020-09-30,,940.0
19,2020-09-18,3823585,CARDINAL HEALTH INC,12117161,,2020-09-30,,180.0
19,2020-09-18,DCM2946249,NORTHEASTERN MENTAL HEALTH CTR,12030437,,2020-09-30,,11.79
19,2020-09-18,DCM2950236,DATAFILE TECHNOLOGIES LLC,12361946,03,2020-09-30,,35.0
19,2020-09-18,DCM3006579,MRO CORPORATION,12001913,,2020-09-30,,35.0
19,2020-09-18,DCM3106131,AVERA MCKENNAN,12029758,D3,2020-09-30,,11.79
19,2020-09-18,DCM3137298,MRO CORPORATION,12001913,,2020-09-30,,33.26
19,2020-09-18,DCM3144066,MRO CORPORATION,12001913,,2020-09-30,,25.76
19,2020-09-18,DCM3153212,SHARECARE HEALTH DATA SERVICES,12443553,01,2020-09-30,,10.76
19,2020-09-18,DCM3179207,COMMUNITY COUNSELING SERVICES,12030859,,2020-09-30,,11.79
19,2020-09-20,56278,CLAUSEN SANITATION INC,12049349,,2020-09-30,,1587.0
19,2020-09-20,DCC145419,LEGACY PERFORMANCE PARTNERS,12588793,,2020-09-30,,310.0
19,2020-09-20,DCC145428,LEGACY PERFORMANCE PARTNERS,12588793,,2020-09-30,,310.0
19,2020-09-17,VRM200922347058,AVERA ST LUKES,12029725,37,2020-09-30,,11.79
06,2020-09-03,73745,MENARDS,12019798,06,2020-09-30,,179.93
18,2020-09-11,IN3097503,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-09-30,,1002.61
18,2020-09-11,INV2000090714,ELIOR INC,12548705,01,2020-09-30,,33243.56
18,2020-09-12,5364725785,FEDEX,12117623,02,2020-09-30,,2402.8
19,2020-09-16,DCC136168,ALLIED ASSESSMENTS INC,12174710,,2020-09-30,,678.26
013,2020-10-01,90791676,PRESS ASSN INC,12004465,,2020-09-30,,2049.88
11,2020-09-23,2600998592320,NORTHWESTERN ENERGY,12028962,15,2020-09-30,,10.0
11,2020-09-23,6407906,RUNNING SUPPLY INC,12021713,,2020-09-30,,13.96
014,2020-09-17,51673,UNIVERSITY OF SOUTH DAKOTA,USD,61,2020-09-30,,10430.17
11,2020-09-23,X202036897:01,EDDIES TRUCK CENTER,12365069,01,2020-09-30,,18.57
16,2020-09-02,1064113,RUNNING SUPPLY INC,12021713,17,2020-09-30,,21.99
19,2020-09-10,21SC190018091020,"HARGAN, JULIE A",12299087,,2020-09-30,,2035.53
11,2020-09-19,973,SADDLE UP INC,12049883,,2020-09-30,,375.0
11,2020-09-21,021592,EQUIPMENT BLADES INC,12455793,,2020-09-30,,42880.0
11,2020-09-21,2000739,TRANSPO INDUSTRIES INC,12608170,,2020-09-30,,3964.81
11,2020-09-21,212497,DUANE PATMORE,12039357,,2020-09-30,,7.96
11,2020-09-21,22318656,MATHESON TRIGAS INC,12263878,04,2020-09-30,,71.63
11,2020-09-21,328-744656,WLH INVESTMENTS INC,12051842,,2020-09-30,,77.0
11,2020-09-21,A96579/5,BLUETARP FINANCIAL INC,12223726,01,2020-09-30,,26.05
014,2020-09-14,IN760523,A & B BUSINESS INC,12036980,,2020-09-30,,85.03
11,2020-09-21,IN762457,A & B BUSINESS INC,12036980,,2020-09-30,,73.63
11,2020-09-22,P7174051,RDO FINANCIAL SERVICES CO,12124884,,2020-09-30,,19.79
11,2020-09-18,9883761,COLE PAPERS INC,12027125,,2020-09-30,,17.14
11,2020-09-21,91764,TRI STATE WAREHOUSE INC,12029452,,2020-09-30,,17.2
11,2020-09-21,9212020,TRIPP COUNTY REGISTER OF DEEDS,12055274,35,2020-09-30,,164.0
11,2020-09-21,95310,MIDWAY SERVICE INC,12209579,,2020-09-30,,1713.7
11,2020-09-23,220937-0,FRANZ REPROGRAPHICS INC,12323574,,2020-09-30,,607.95
19,2020-09-16,DCC139281,ALLIED ASSESSMENTS INC,12174710,,2020-09-30,,387.28
11,2020-09-18,83810130920,BELLE FOURCHE-CITY OF,12054278,02,2020-09-30,,56.37
19,2020-09-16,DCM3105549,SANFORD  HEALTH,12198121,,2020-09-30,,11.79
19,2020-09-21,VRM200923347507,AVERA ST LUKES,12029725,37,2020-09-30,,12.03
19,2020-09-21,DCM2864958,SANFORD  HEALTH,12198121,,2020-09-30,,11.79
19,2020-09-18,DCM3138655,MRO CORPORATION,12001913,,2020-09-30,,31.76
19,2020-09-21,DCC146586,GOEHRING ENTERPRISES INC,12040804,,2020-09-30,,773.5
19,2020-09-21,DCC140302,GREG SWENSON PHD INC,12006649,,2020-09-30,,310.0
19,2020-09-18,DCM3191165,NORTHEASTERN MENTAL HEALTH CTR,12030437,,2020-09-30,,11.79
19,2020-09-18,DL11043,WEST RIVER FOUNDATION,12017568,02,2020-09-30,,373.28
19,2020-09-18,VRM200922348853,"BEERS, HALEY J",12628187,,2020-09-30,,211.01
19,2020-09-18,VRM200923348809,BLACK HILLS PEDIATRICS,12038729,,2020-09-30,,12.03
19,2020-09-19,DCM2754846,CIOX HEALTH LLC,12115581,01,2020-09-30,,35.0
19,2020-09-19,DCM2895300,CIOX HEALTH LLC,12115581,01,2020-09-30,,35.0
19,2020-09-19,DCM3190010,CIOX HEALTH LLC,12115581,01,2020-09-30,,35.0
19,2020-09-20,21SC081312-SEPT,MEWS SERVICES INC,12043927,,2020-09-30,,189.14
19,2020-09-20,21SC190040-990,MEWS SERVICES INC,12043927,,2020-09-30,,1250.0
14,2020-09-25,IDRP DRAW #1,HOPPER TOWNSHIP,12628711,,2020-09-30,,134069.69
16,2020-09-21,162111593,CITY OF VERMILLION,12055156,,2020-09-30,,30.24
16,2020-09-21,162111553,RAPID CITY -- CITY OF,12055002,,2020-09-30,,139.2
16,2020-09-21,162111500,BLACK HILLS POWER & LIGHT CO,12028526,,2020-09-30,,894.25
19,2020-09-21,DCC104162,GALEN VAN KLEY PHD,12518072,,2020-09-30,,50.0
19,2020-09-21,DCC140301,GREG SWENSON PHD INC,12006649,,2020-09-30,,541.75
19,2020-09-21,DCC143423,GALEN VAN KLEY PHD,12518072,,2020-09-30,,50.0
11,2020-09-21,C26126164601,I STATE TRUCK INC,12291406,,2020-09-30,,909.53
11,2020-09-18,8610070920,BELLE FOURCHE-CITY OF,12054278,02,2020-09-30,,21.42
18,2020-09-14,1073486,MAYER-PAETZ INC,12016342,,2020-09-30,,200.0
19,2020-09-16,183053,PRO WINDMILL LLC,12058115,01,2020-09-30,,5.23
19,2020-09-16,DCC125832,CENTER FOR FAMILY MEDICINE,12033290,,2020-09-30,,387.28
19,2020-09-16,DCC133672,ALLIED ASSESSMENTS INC,12174710,,2020-09-30,,457.23
11,2020-09-23,16190901830920,BLACK HILLS POWER & LIGHT CO,12028526,,2020-09-30,,224.86
08,2020-09-08,21SC087305-AUG,SANFORD MEDICAL CENTER,12029851,09,2020-09-30,,424.42
08,2020-09-08,21SC087307-AUG,SANFORD MEDICAL CENTER,12029851,09,2020-09-30,,658.0
19,2020-09-12,N8480559,MAILFINANCE INC,12219369,,2020-09-30,,958.51
11,2020-09-22,1302315,GROSSENBURG IMPLEMENT INC,12033459,,2020-09-30,,16.91
11,2020-09-22,391660,SUDS & DUDS INC,12049672,,2020-09-30,,31.69
11,2020-09-22,392705,SUDS & DUDS INC,12049672,,2020-09-30,,55.72
11,2020-09-22,45508,MOYLE PETROLEUM CO,12030428,04,2020-09-30,,1627.1
11,2020-09-22,9222020,HAAKON COUNTY REG OF DEEDS,12054961,04,2020-09-30,,5.0
11,2020-09-22,MURDO0920,MURDO-CITY OF,12054892,,2020-09-30,,61.5
11,2020-08-01,300820,"SCOTT, MICHEAL L",12098855,,2020-09-30,,60.0
19,2020-09-21,VRM200923347685,AVERA ST LUKES,12029725,37,2020-09-30,,12.03
16,2020-08-27,248381,HURON - CITY OF,12054683,,2020-09-30,,5.4
19,2020-09-11,DCC132864,KRISTINE M BASTIAN,12537353,,2020-09-30,,634.83
16,2020-08-25,604016385,HILLYARD,12026905,,2020-09-30,,1124.87
16,2020-08-25,604016384,HILLYARD,12026905,,2020-09-30,,557.15
11,2020-09-28,07FC-02 FINAL,CAMPBELL COUNTY AUDITOR,12054884,01,2020-09-30,,285.43
11,2020-09-28,07FN-02 FINAL,DAY COUNTY AUDITOR,12055207,01,2020-09-30,,297.68
11,2020-09-28,07MX-01,LYMAN COUNTY AUDITOR,12054729,06,2020-09-30,,63000.0
19,2020-09-16,930857,MAXI AIDS INC,12004130,,2020-09-30,,110.4
19,2020-09-16,0317062027,CIOX HEALTH LLC,12115581,01,2020-09-30,,20.03
11,2020-09-22,01P14003,CRAWFORD TRUCKS & EQUIPMENT,12037417,,2020-09-30,,80.26
08,2020-09-04,1N940402,BENCO DENTAL SUPPLY CO,12607479,,2020-09-30,,124.25
11,2020-09-18,91178,TRI STATE WAREHOUSE INC,12029452,,2020-09-30,,1.03
11,2020-09-18,9182020,"HULM, JERALD A",12097400,,2020-09-30,,1500.0
11,2020-09-22,18455,PHEASANT COUNTRY EXPRESS INC,12010850,,2020-09-30,,8190.29
11,2020-09-22,392643,SUDS & DUDS INC,12049672,,2020-09-30,,11.2
11,2020-09-22,392727,SUDS & DUDS INC,12049672,,2020-09-30,,17.98
11,2020-09-18,9182020-2,"HULM, JERALD A",12097400,,2020-09-30,,600.0
11,2020-09-22,40069120,TRI-STATE BATTERY CO,12006720,,2020-09-30,,350.85
11,2020-09-22,54727,GE ASSOCIATES INC,12626251,,2020-09-30,,103.85
11,2020-09-22,578522,DUDLEY LAUNDRY CO,12057489,,2020-09-30,,64.47
11,2020-09-22,01P14020,CRAWFORD TRUCKS & EQUIPMENT,12037417,,2020-09-30,,115.37
11,2020-09-22,01P14029,CRAWFORD TRUCKS & EQUIPMENT,12037417,,2020-09-30,,341.7
11,2020-09-22,0456741,HP INC,12125515,11,2020-09-30,,4627.73
19,2020-09-14,DCM2902714,SOUTHEASTERN BEHAVIORAL,12029954,,2020-09-30,,35.0
11,2020-09-23,1957092320,CLARK RURAL WATER SYSTEM INC,12035353,,2020-09-30,,59.5
16,2020-09-22,162111621,MITCHELL-CITY OF,12054862,02,2020-09-30,,15.75
