agency,document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt
10,2023-03-17,179R-J1CV-9CG1,AMAZON CAPITAL SERVICES INC,12603089,,2023-03-31,197677,231.78
012,2023-03-23,00340050213255,MIDCONTINENT COMMUNICATIONS,12023782,04,2023-03-31,198550,116.8
14,2023-03-24,118136,RADHA INC,12051715,01,2023-03-31,198840,385.0
19,2023-03-03,VRM230324368394,LIFE QUEST,12035739,01,2023-03-31,197866,167.23
08,2023-01-10,RX5247521/01,MONUMENT HEALTH,12033335,A1,2023-03-31,198608,15.64
013,2023-03-17,082302137,BLACK HILLS POWER & LIGHT CO,12028526,,2023-03-31,198973,195.49
18,2023-03-07,3890,MINNEHAHA COUNTY SHERIFF,12055058,06,2023-03-31,197595,1000.0
06,2023-03-22,712906-02,JL EAGAR INC,12122111,,2023-03-31,197476,839.3
18,2023-02-28,CT78121,JOHN DEERE FINANCIAL,12018679,02,2023-03-31,197607,59.33
06,2023-03-22,832004212,APH STORES INC,12558584,21,2023-03-31,197502,345.82
11,2023-03-20,138643,BLACKSTRAP INC,12241692,,2023-03-31,198085,3826.29
19,2023-02-24,DCC3757911,MONUMENT HEALTH RAPID CITY HOS,12033335,04,2023-03-31,198168,86.31
02,2023-03-29,M023WIN002,DAY COUNTY TREASURER,12055207,,2023-03-31,M200407,354743.27
17,2022-08-24,1600-449-11-4,SOUTH DAKOTA MILITARY,12618619,,2023-03-31,043659,1044.0
11,2023-03-15,107698,UNION COUNTY REG OF DEEDS,12054489,02,2023-03-31,197690,80.0
19,2023-02-28,VRM230324369951,LIFE QUEST,12035739,01,2023-03-31,197859,2109.56
19,2023-03-01,23SC195505-57664,AUTOMATED MAINTENANCE SYSTEMS,12035349,01,2023-03-31,197798,746.52
19,2023-02-28,VRM230324369558,LIFE QUEST,12035739,01,2023-03-31,197863,347.91
11,2022-11-17,531300,WISS JANNEY ELSTNER ASSOC INC,12138229,,2023-03-31,199354A,35985.9
19,2023-02-28,SALES30419,HURON AREA CTR FR INDEPENDENCE,12034008,,2023-03-31,197855,68.31
08,2023-02-28,23SC08A305-FEB31,AVERA MCKENNAN,12029758,86,2023-03-31,198016,79.97
11,2023-03-20,138644,BLACKSTRAP INC,12241692,,2023-03-31,198094,1748.0
19,2022-12-12,DCM46975463,AVERA MCKENNAN,12029758,A3,2023-03-31,197723,35.0
19,2023-03-15,5005-2192,QUALIFIED PRESORT SERVICE LLC,12011039,,2023-03-31,197807,40.92
11,2023-03-18,I6JW-14M,GUARDRAIL ENTERPRISES INC,12052680,,2023-03-31,199294,9695.0
11,2023-03-18,9930401837,CELLCO PARTNERSHIP,12207494,,2023-03-31,197685,872.3
19,2023-03-15,5005-2191,QUALIFIED PRESORT SERVICE LLC,12011039,,2023-03-31,197806,225.89
08,2023-02-28,23SC08A305-FEB34,AVERA MCKENNAN,12029758,86,2023-03-31,198013,59.76
08,2023-01-05,RX5250773,MONUMENT HEALTH,12033335,A1,2023-03-31,198609,11.2
08,2023-02-28,23SC08A305-FEB35,AVERA MCKENNAN,12029758,86,2023-03-31,198012,59.76
19,2023-01-18,VRM230324370110,SANFORD MEDICAL CENTER,12029851,05,2023-03-31,197822,124.0
02,2023-03-29,M023WIN002,CLARK COUNTY TREASURER,12054405,06,2023-03-31,M200407,774064.78
10,2023-03-06,21-I-042SS022023,MY3TECH INC,12263781,,2023-03-31,199907,19888.0
19,2023-03-15,082302117,CITY OF MADISON,12054806,,2023-03-31,198003,15.23
08,2023-01-17,RX5254256,MONUMENT HEALTH,12033335,A1,2023-03-31,198597,21.42
19,2023-03-03,VRM230324366497,LIFE QUEST,12035739,01,2023-03-31,197868,199.26
19,2023-03-03,VRM230324367322,LIFE QUEST,12035739,01,2023-03-31,197869,1878.69
14,2023-03-08,8-061-70598,FEDEX,12117623,01,2023-03-31,198833,202.27
19,2023-03-01,VRM230324366542,LIFE QUEST,12035739,01,2023-03-31,197865,45.54
19,2023-03-15,323567,SANFORD  HEALTH,12198121,,2023-03-31,197835,13.06
14,2023-03-09,160959013,ULINE INC,12017798,,2023-03-31,198114,84.0
19,2023-03-01,VRM230324370625,LIFE QUEST,12035739,01,2023-03-31,197874,1343.42
19,2023-03-06,DCM54157337,CIOX HEALTH LLC,12115581,01,2023-03-31,198190,14.53
10,2023-03-20,1T9Q-T6YK-NTKR,AMAZON CAPITAL SERVICES INC,12603089,,2023-03-31,197674,48.99
19,2023-03-07,58910,BADGER STATE RECOVERY INC,12208910,01,2023-03-31,198982,64.69
06,2023-03-06,193,DANIEL MANN ENTERPRISES,12661066,,2023-03-31,197515,3597.0
10,2023-03-29,YANK RNT FEB-APR,KELLY INVESTMENTS LLC,12697280,,2023-03-31,199256,1761.0
19,2023-03-07,DCC3984786,MONUMENT HEALTH RAPID CITY HOS,12033335,04,2023-03-31,198171,39.51
10,2023-03-21,032123 MC,BEADLE COUNTY TREASURER,12054686,07,2023-03-31,197656,10.0
14,2023-03-07,WF2260363SOLOMON,SILVER CITY VOLUNTEER FIRE,12134407,A0,2023-03-31,198800,921.69
10,2023-03-22,032223 ABB,MINNEHAHA COUNTY TREASURER,12055058,11,2023-03-31,197658,10.0
19,2023-03-07,DCM54669696,AVERA MCKENNAN,12029758,A3,2023-03-31,197747,13.06
11,2023-03-22,259375,NOVEYA INCORPORATED,12053327,,2023-03-31,198104,154.0
19,2023-03-08,DCC3684335,JOHN LASSEGARD MD FAMILY PHYS,12553720,,2023-03-31,198165,50.0
02,2023-03-29,M023WIN002,CODINGTON COUNTY TREASURER,12055190,04,2023-03-31,M200407,1182340.68
11,2023-02-20,350071,WEST VIRGINIA UNIVERSITY,12265754,,2023-03-31,199354,31250.0
11,2023-03-18,I5EC-11,GUARDRAIL ENTERPRISES INC,12052680,,2023-03-31,199298,8964.0
08,2023-03-20,082302118,NORTHWESTERN ENERGY,12028962,,2023-03-31,197990,916.52
08,2023-03-14,BC1177141,BROWN CLINIC PLLP,12053212,,2023-03-31,198639,9.65
19,2023-03-01,VRM230324368518,LIFE QUEST,12035739,01,2023-03-31,197871,1522.12
06,2023-03-10,S102517543.002,DAKOTA SUPPLY GROUP,12027834,17,2023-03-31,197486,182.48
06,2023-03-22,405339,SIGN SOLUTIONS USA LLC,12676974,,2023-03-31,198663,2462.94
06,2023-03-22,51822SC,BLACK HILLS TIMBER EQUIPMENT,12537734,,2023-03-31,197505,2361.45
321,2023-03-24,0484475,HP INC,12125515,11,2023-03-31,197351,154.08
08,2023-03-15,23SC08A305-JA171,AVERA MCKENNAN,12029758,86,2023-03-31,198037A,59.76
08,2023-03-19,036667,ISI LLC,12342347,,2023-03-31,198963,60.17
19,2023-03-01,VRM230324370707,LIFE QUEST,12035739,01,2023-03-31,197872,931.8
19,2023-02-28,SALES30420,HURON AREA CTR FR INDEPENDENCE,12034008,,2023-03-31,197854,1013.27
19,2023-02-28,SALES30407,HURON AREA CTR FR INDEPENDENCE,12034008,,2023-03-31,197856,278.32
17,2023-03-16,1M4Q-6P4H-DXNC,AMAZON CAPITAL SERVICES INC,12603089,,2023-03-31,196318,31.28
11,2023-03-24,1122,CITY OF DE SMET,12054460,,2023-03-31,198097,145.0
08,2023-03-20,23SC081312-MAR,MEWS SERVICES INC,12043927,,2023-03-31,198007,1284.06
06,2023-03-21,87185,MENARDS,12019798,02,2023-03-31,198704,53.62
14,2023-03-20,IN4125153,INNOVATIVE OFFICE SOLUTIONS,12550348,,2023-03-31,198809,46.96
06,2023-02-10,C03395,VIG LUMBER CO VIG GAS,12038279,,2023-03-31,198695,3973.0
17,2023-03-16,7405050319,MCKESSON PHARMACY SYSTEMS,12279711,,2023-03-31,196329,293.73
04,2023-03-27,064733-0002,LOVE COMMUNICATIONS LLC,12682787,,2023-03-31,198439,2142.86
08,2023-03-20,1078JZ/1083D0,REGENCY MIDWEST VENTURES LTD,12177768,03,2023-03-31,198979,231.0
06,2023-03-09,018765,MICHAEL E CUMMINGS,12039845,,2023-03-31,197514,8.25
04,2023-03-27,DG02-032096,LAWRENCE & SCHILLER INC,12035149,,2023-03-31,198427,11.23
04,2023-03-27,DG02-032098,LAWRENCE & SCHILLER INC,12035149,,2023-03-31,198426,1412.29
19,2023-02-08,237924,FRONTIER LODGING OF SPEARFISH,12008668,,2023-03-31,185487,154.0
06,2023-03-22,0751682,SUDS & DUDS INC,12049672,,2023-03-31,197504,153.78
11,2023-03-15,138527,BLACKSTRAP INC,12241692,,2023-03-31,198095,3790.66
14,2023-03-21,6064,RETTEDALS DEPT STORE,12036067,,2023-03-31,198128,3249.75
14,2023-03-22,2023-JAN-00001,BROWN COUNTY STATE ATTORNEY,12054226,,2023-03-31,198153,1613.11
06,2023-03-09,437080,ACE STEEL & RECYCLING INC,12042436,,2023-03-31,197511,257.84
33,2023-03-31,X6KW0NPU68,UNITED WAY & VOLUNTEER,12030401,,2023-03-31,X6KW0NPU68,174.33
08,2023-02-02,RX5255835,MONUMENT HEALTH,12033335,A1,2023-03-31,198593,11.88
03,2023-03-29,DANR042023,"ENDRES, LAWRENCE",12082477,,2023-03-31,199265,2614.85
19,2023-02-28,VRM230324368722,LIFE QUEST,12035739,01,2023-03-31,197864,142.33
04,2023-03-27,064734-0002,LOVE COMMUNICATIONS LLC,12682787,,2023-03-31,198438,1111.0
06,2023-03-22,12964,"LINDNER, TOBY J",12685333,,2023-03-31,197492,17829.0
06,2023-03-10,11,SOUTH DAKOTA UPLAND OUTFITTERS,12678829,,2023-03-31,198656,2975.0
14,2023-03-21,6066,RETTEDALS DEPT STORE,12036067,,2023-03-31,198127,1233.05
11,2023-03-14,311565-01,FIRST DISTRICT ASSOCIATION OF,12033023,,2023-03-31,199357,19794.58
08,2023-03-19,N9861800,MAILFINANCE INC,12219369,,2023-03-31,197989,197.22
11,2023-03-18,I67A-16M,GUARDRAIL ENTERPRISES INC,12052680,,2023-03-31,199306,12244.0
19,2023-03-20,DCC4070813,MONUMENT HEALTH RAPID CITY HOS,12033335,04,2023-03-31,198173,34.53
03,2023-03-24,99682,YSI INC,12014328,,2023-03-31,197987,650.4
08,2023-03-08,202300559,CODINGTON COUNTY SHERIFF,12055190,A0,2023-03-31,197996,52.95
03,2023-03-29,DANR042023,"ENDRES, LAWRENCE",12082477,,2023-03-31,199265,653.71
19,2023-02-28,VRM230324370182,LIFE QUEST,12035739,01,2023-03-31,197860,56.93
17,2023-03-17,20433050,MCKESSON MEDICAL-SURGICAL,12021827,,2023-03-31,196326,1460.27
06,2023-03-13,19091/1,MEYER HARDWARE HANK,12042155,01,2023-03-31,198689,122.97
11,2023-03-14,2023.02,SOUTHEASTERN COUNCIL OF GOVTS,12032140,,2023-03-31,199355,107223.55
06,2023-01-18,01283894,A-OX WELDING SUPPLY CO INC,12054084,,2023-03-31,198711,134.69
06,2023-03-23,190940,PHARMCO INDUSTRIES INC,12046756,,2023-03-31,198665,40500.0
06,2023-03-23,69401,MENARDS,12019798,06,2023-03-31,197536,75.96
18,2023-02-15,60010,ATLANTIS LLC,12007247,01,2023-03-31,197569,77.0
06,2023-03-13,86798,MENARDS,12019798,02,2023-03-31,198717,59.01
06,2023-03-10,81893EE004112,NILKANTH INC,12349691,,2023-03-31,198668,77.0
06,2023-03-23,832004201,APH STORES INC,12558584,21,2023-03-31,197503,15.98
08,2023-03-17,082302137,BLACK HILLS POWER & LIGHT CO,12028526,,2023-03-31,198973,3451.32
18,2023-03-14,9638474891,GRAINGER,12016771,16,2023-03-31,197621,24.12
06,2022-03-01,21068923,SPECIALTY PUBLICATIONS OF MICH,12386762,,2023-03-31,197482,5000.0
08,2023-03-13,082302116,CENTURYLINK COMMUNICATIONS LLC,12188416,,2023-03-31,197988,66.52
06,2023-03-10,X03102023,CENTURYLINK COMMUNICATIONS LLC,12188416,,2023-03-31,198673,1748.85
14,2023-03-24,10345-032423,B-Y WATER DISTRICT,12034198,,2023-03-31,198124,40.0
11,2023-02-07,57326,DEADWOOD RESORT LLC,12158069,,2023-03-31,197689,80.0
03,2023-02-01,GM85524,CDW GOVERNMENT INC,12018139,01,2023-03-31,197982,156.0
08,2023-02-23,RX5257748,MONUMENT HEALTH,12033335,A1,2023-03-31,198584,12.22
18,2023-03-07,117887,RADHA INC,12051715,01,2023-03-31,197572,154.0
11,2022-12-13,16605,DOUGLAS ELECTRIC COOPERATIVE,12029525,,2023-03-31,199331,47496.3
11,2023-02-27,11710486,FORCE AMERICA DISTRIBUTING LLC,12544499,,2023-03-31,198077,2194.23
06,2023-02-28,37865022823,ELITE DRAIN & SEWER CLEANING,12542537,,2023-03-31,198712,225.0
19,2023-03-01,23SC197003-MAR23,HOFMAN ENTERPRISES LLC,12507521,,2023-03-31,197799,2763.0
06,2023-03-09,03092023,CITY OF LEMMON,12054780,,2023-03-31,197493,262.0
06,2023-03-22,5658525,RUNNING SUPPLY INC,12021713,,2023-03-31,198709,64.96
04,2023-03-27,064737-0002,LOVE COMMUNICATIONS LLC,12682787,,2023-03-31,198448,678.57
19,2023-03-01,VRM230324371304,LIFE QUEST,12035739,01,2023-03-31,197870,68.31
09,2023-03-15,78X03232023,AT&T MOBILITY II LLC,12279233,,2023-03-31,196591,15092.54
18,2023-03-07,13675,MIDWESTERN MECHANICAL RAPIDINC,12267424,,2023-03-31,197585,6062.0
14,2023-03-23,50015059,GENERAL SECURITY SERVICES CORP,12021418,,2023-03-31,198831,8920.14
14,2023-03-23,6063,RETTEDALS DEPT STORE,12036067,,2023-03-31,198126,2228.4
18,2023-03-07,14289,TRI COUNTY OIL & PROPANE INC,12046268,,2023-03-31,197591,332.49
19,2023-02-06,DCM50722788,MEDICAL RECORDS EXCHANGE LLC,12662720,,2023-03-31,197725,18.0
11,2023-01-20,8374652,SCHULTE INDUSTRIES LTD,CANADA,A1,2023-03-31,197708,29637.06
19,2023-03-07,DCM54666689,CHILDRENS CARE HOSP & SCHOOL,12029968,03,2023-03-31,198226,35.0
08,2023-03-01,IN202300821,LAWRENCE COUNTY SHERIFF,12054444,,2023-03-31,198000,70.06
18,2023-03-06,8815344,MEAD BUILDING CENTER OF YANKTN,12299341,,2023-03-31,197556,972.32
18,2023-03-06,9629616963,GRAINGER,12016771,16,2023-03-31,197554,127.45
18,2023-03-07,13676,MIDWESTERN MECHANICAL RAPIDINC,12267424,,2023-03-31,197586,3228.81
18,2021-05-26,C24000NM-2021-05,COMMUNITY HEALTH CENTER,12044434,,2023-03-31,197618,200.0
18,2022-09-30,206326,CVK ENTERPRISES INC,12277042,,2023-03-31,197606,582.96
18,2023-03-07,14320,TRI COUNTY OIL & PROPANE INC,12046268,,2023-03-31,197593,875.53
19,2022-10-18,SFY23JANIT 11-6,JJM ENTERPRISES OF SF INC,12232334,,2023-03-31,085149,477.81
09,2023-03-23,7406771890,MASTERS DRUG COMPANY INC,12582555,,2023-03-31,197549,1100.21
18,2023-02-10,4011,BLUE KNIGHT SECURITY LLC,12608932,,2023-03-31,197611,6125.0
18,2023-03-07,15597,MENARDS,12019798,10,2023-03-31,197580,285.04
04,2023-03-27,064872-0002,LOVE COMMUNICATIONS LLC,12682787,,2023-03-31,198453,8287.93
09,2023-03-24,INVGRPC5351,AVEL ECARE MEDICAL GROUP PC,12675580,,2023-03-31,197550,769.88
013,2023-03-15,201341,"KELLEY, JONATHAN",12696021,,2023-03-31,198553A,100.0
18,2023-02-28,17392,COMM TECH INC,12225493,,2023-03-31,197613,108.75
12,2023-03-13,SC12323G-072-8,WESTERN DAKOTA TECHNICAL COLLE,12664547,,2023-03-31,197652,2712.87
18,2021-06-02,C1B000UO-2021-06,COMMUNITY HEALTH CENTER,12044434,,2023-03-31,197616,220.0
19,2023-03-15,DCM52166758,MRO CORPORATION,12001913,,2023-03-31,198177,10.76
09,2023-03-23,0223CON231211,DOUGLAS COUNTY MEMORIAL HOSP,12041707,,2023-03-31,199043A,825.87
18,2023-03-06,15555,MENARDS,12019798,10,2023-03-31,197599,394.92
17,2023-03-21,IN4126405,INNOVATIVE OFFICE SOLUTIONS,12550348,,2023-03-31,197716,95.54
08,2023-02-25,RX5257934,MONUMENT HEALTH,12033335,A1,2023-03-31,198583,12.14
18,2023-03-07,14290,TRI COUNTY OIL & PROPANE INC,12046268,,2023-03-31,197594,277.92
18,2023-03-07,14321,TRI COUNTY OIL & PROPANE INC,12046268,,2023-03-31,197592,784.87
18,2023-03-07,S102510526.003,DAKOTA SUPPLY GROUP,12027834,,2023-03-31,197588,45.75
08,2023-02-21,RX7005408,AVERA MCKENNAN,12029758,B6,2023-03-31,198625,37.43
19,2023-03-10,DCC3743537,AVERA MCKENNAN,12029758,A3,2023-03-31,198167,721.2
14,2022-01-20,110035,RADHA INC,12051715,01,2023-03-31,198838,77.0
06,2023-03-10,81893EE004117,NILKANTH INC,12349691,,2023-03-31,198670,154.0
09,2023-03-28,E0930717CON21514,LUTHERAN SOCIAL SERVICES OF SD,12029752,16,2023-03-31,199284,0.0
09,2023-03-23,0123CON231212,BOWDLE HOSPITAL,12038360,,2023-03-31,199043,1781.25
18,2023-03-01,S102463236.002,DAKOTA SUPPLY GROUP,12027834,,2023-03-31,197568,34.29
09,2023-03-28,0223CON230127,SOUTH DAKOTA VOICES FOR PEACE,12687367,,2023-03-31,199269,22619.47
09,2023-03-28,0223CON230095,"NEHRING, JOSHUA WADE",12697347,,2023-03-31,199275,1250.0
17,2023-03-18,16228,UNITIMED LLC,12685810,,2023-03-31,196827,2883.1
06,2023-03-10,81893EE004118,NILKANTH INC,12349691,,2023-03-31,198669,154.0
17,2023-03-20,4258-MAR23,BLACK HILLS POWER & LIGHT CO,12028526,,2023-03-31,196320,6430.22
18,2023-03-05,371611,KELLY MIDWEST VENTURES LP,12141895,,2023-03-31,197571,77.0
013,2023-01-26,B16403733,SHI INTERNATIONAL CORP,12011614,02,2023-03-31,198546,44685.16
013,2022-09-30,B15897814,SOFTWARE HOUSE INTL,12011614,01,2023-03-31,198539,101001.58
11,2023-03-23,138798,BLACKSTRAP INC,12241692,,2023-03-31,198096,3486.41
19,2023-03-15,DCM55578005,FIREFLY COUNSELING LLC,12680015,,2023-03-31,198221,13.06
08,2023-02-10,RX7003761,AVERA MCKENNAN,12029758,B6,2023-03-31,198624,13.24
012,2023-03-20,21693,J T & COMPANY INC,12284492,,2023-03-31,197454,2050.0
19,2023-03-15,DCM54774163,LIBBY PUBLIC SCHOOLS,12672391,,2023-03-31,198233,13.06
19,2023-03-15,DCM55044377,AVERA MCKENNAN,12029758,C2,2023-03-31,198198,13.06
11,2023-03-23,84392,CLARK HARDWARE INC,12669157,,2023-03-31,198098,38.58
012,2023-03-27,0121M,LYNNS DAKOTAMART INC,12051339,,2023-03-31,197437,84.73
19,2023-03-15,DCM55580265,BLUE MOUNTAIN CLINIC INC,12518756,,2023-03-31,198222,13.06
012,2023-03-22,2023-0322,"NORD, NELLY M",12147553,,2023-03-31,197466,100.0
012,2023-03-13,9087576,ECOLAB PEST ELIMINATION DIV,12020864,,2023-03-31,197467A,165.0
19,2023-03-15,DCM55556253,AVERA MCKENNAN,12029758,93,2023-03-31,198218,11.79
012,2023-03-20,230167-2,FERDING ELECTRIC INC,12034862,,2023-03-31,198548A,1248.98
08,2023-02-20,RX6365290,LYNNS INC,12051339,04,2023-03-31,198633,18.33
012,2023-03-20,174432,CREATIVE PRINTING INC,12046602,,2023-03-31,197453,645.72
19,2023-03-07,DCM54666513,MRO CORPORATION,12001913,,2023-03-31,197746,35.0
11,2022-11-29,23.02,RAPID CITY-CITY OF,12055002,01,2023-03-31,199349,18472.08
06,2023-03-10,81893EE004114,NILKANTH INC,12349691,,2023-03-31,198667,77.0
16,2023-03-15,06WO0200022,BUTLER MACHINERY CO,12027105,,2023-03-31,196305,300.0
11,2023-03-20,IN1035942,A & B BUSINESS INC,12036980,,2023-03-31,199312,73.68
11,2023-03-23,138797,BLACKSTRAP INC,12241692,,2023-03-31,198088,3624.37
08,2023-02-14,BC1168432,BROWN CLINIC PLLP,12053212,,2023-03-31,198642,9.65
08,2023-01-02,RX5247112/01,MONUMENT HEALTH,12033335,A1,2023-03-31,198605,15.29
19,2023-03-15,DCM54709807,CENTER FOR FAMILY MEDICINE,12033290,,2023-03-31,198232,13.06
19,2023-03-15,DCM54703339,AVERA MCKENNAN,12029758,A0,2023-03-31,198231,13.06
19,2023-03-15,DCM54675250,ABOUT YOU PHYSICAL THERAPY,12299117,,2023-03-31,198229,35.0
08,2023-02-14,RX6363791/01,LYNNS INC,12051339,04,2023-03-31,198629,14.4
19,2023-03-15,DCM54567026,AVERA MCKENNAN,12029758,A0,2023-03-31,198225,13.06
012,2023-03-17,488,RUDYS AUTO BODY & TOWING LLC,12488769,,2023-03-31,197458,125.0
14,2022-11-01,115808,RADHA INC,12051715,01,2023-03-31,198825,77.0
012,2023-03-15,19645,WICK COMMUNICATIONS INC,12299302,,2023-03-31,197464,57.63
18,2023-03-14,208833,CVK ENTERPRISES INC,12277042,,2023-03-31,197622,9674.16
08,2023-02-13,RX5256824,MONUMENT HEALTH,12033335,A1,2023-03-31,198592,348.2
012,2023-03-16,6554590X03242023,AT&T MOBILITY II LLC,12279233,,2023-03-31,198547,1728.9
11,2023-03-21,61260099230323,BLACK HILLS POWER & LIGHT CO,12028526,,2023-03-31,199891,5764.13
08,2023-02-13,082302120,"DUKE, SHERI L",12697325,,2023-03-31,198969,30.0
012,2023-03-16,21753,J T & COMPANY INC,12284492,,2023-03-31,197455,3850.0
11,2023-03-21,2520167317,ARAMARK UNIFORM & CAREER APPAR,12621433,04,2023-03-31,198058,168.54
18,2023-03-06,S102555602.001,DAKOTA SUPPLY GROUP,12027834,,2023-03-31,197564,18.79
18,2023-03-06,925896879,BORDER STATES INDUSTRIES,12027268,01,2023-03-31,197559,319.99
19,2023-02-14,DCM52638503,BILLINGS PLASTIC SURGERY,12378689,,2023-03-31,198179,19.56
14,2022-11-15,116154,RADHA INC,12051715,01,2023-03-31,198827,77.0
14,2023-02-18,23-0134,ROBERTS COUNTY AUDITOR,12055071,02,2023-03-31,198832,21630.18
19,2023-03-14,DCM55194725,CNOS PC,12025661,01,2023-03-31,197772,13.06
14,2023-02-17,6059,RETTEDALS DEPT STORE,12036067,,2023-03-31,198129,3885.0
08,2023-02-27,RX5252363/02,MONUMENT HEALTH,12033335,A1,2023-03-31,198588,14.47
11,2023-03-10,1200507154,HDR ENGINEERING INC,12058279,01,2023-03-31,199348,16493.51
08,2023-02-27,RX5252362/02,MONUMENT HEALTH,12033335,A1,2023-03-31,198587,33.34
19,2023-03-14,DCM55189741,SHRINERS HOSPITAL FOR CHILDREN,12016948,16,2023-03-31,197769,35.0
06,2023-03-03,22663,DOUGLAS F MEDNANSKY,12297506,,2023-03-31,197491,1699.63
19,2023-03-14,DCM55188426,MRO CORPORATION,12001913,,2023-03-31,197768,31.76
10,2023-03-15,031523 CLM,BROWN COUNTY SHERIFF,12054226,07,2023-03-31,197662,20.0
19,2023-03-14,DCM54947474,MRO CORPORATION,12001913,,2023-03-31,197754,35.0
08,2023-02-08,23SC08A305-JA179,AVERA MCKENNAN,12029758,86,2023-03-31,198032,91.64
19,2023-03-14,DCM54581122,BEHAVIOR MANAGEMENT SYSTEMS,12030341,,2023-03-31,197744,35.0
19,2023-03-14,DCM54493603,WAGNER COMMUNITY CLINIC,12029805,01,2023-03-31,197742,13.06
19,2023-03-15,DCM55162441,SHARECARE HEALTH DATA SERVICES,12443553,02,2023-03-31,198203,10.76
19,2023-03-15,DCM54995997,CIOX HEALTH LLC,12115581,01,2023-03-31,198197,35.0
19,2023-03-15,DCM54919676,CIOX HEALTH LLC,12115581,01,2023-03-31,198244,35.0
08,2023-01-11,RX5253816,MONUMENT HEALTH,12033335,A1,2023-03-31,198607,348.2
19,2023-03-01,DCM53845067,CIOX HEALTH LLC,12115581,01,2023-03-31,198186,12.03
08,2023-01-11,RX5253727,MONUMENT HEALTH,12033335,A1,2023-03-31,198604,13.88
06,2023-03-08,63426,AJD HOFFMAN INC,12337727,,2023-03-31,198657,2975.0
19,2023-03-07,DCM48783722,AVERA ST LUKES,12029725,37,2023-03-31,197724,13.06
08,2023-02-28,RX5258067,MONUMENT HEALTH,12033335,A1,2023-03-31,198578,14.33
19,2023-02-27,DCM53682576,HURON CLINIC FOUNDATION LTD,12056354,,2023-03-31,197813,35.0
19,2023-02-28,24680A,MEADOWS ON SYCAMORE INC,12478451,,2023-03-31,197907,1503.75
19,2023-03-06,DCM54330453,CIOX HEALTH LLC,12115581,01,2023-03-31,198193,21.03
19,2023-02-28,DCM53147715,SH MEDICAL GROUP LLC,12697129,,2023-03-31,198182,25.0
10,2023-03-14,59014,BADGER STATE RECOVERY INC,12208910,,2023-03-31,197675,35.36
06,2023-03-09,S102564306.001,DAKOTA SUPPLY GROUP,12027834,17,2023-03-31,197487,397.5
19,2023-03-15,DCM55574924,MARK BONTREGER,12119506,,2023-03-31,198220,13.56
19,2023-03-10,DCC3648929,GOEHRING ENTERPRISES INC,12040804,,2023-03-31,198161,50.0
08,2023-02-28,23SC08A305-FEB16,AVERA MCKENNAN,12029758,86,2023-03-31,198030,59.76
19,2023-03-15,DCM55222709,MRO CORPORATION,12001913,,2023-03-31,198209,13.26
19,2023-03-15,DCM55346296,RURAL HEALTH CARE INC,12041219,20,2023-03-31,198211,35.0
19,2023-03-15,DCM55507223,HUMAN SERVICE AGENCY,12031085,,2023-03-31,198217,34.56
